time,left pressure 0[N/cm虏],left pressure 1[N/cm虏],left pressure 2[N/cm虏],left pressure 3[N/cm虏],left pressure 4[N/cm虏],left pressure 5[N/cm虏],left pressure 6[N/cm虏],left pressure 7[N/cm虏],left pressure 8[N/cm虏],left pressure 9[N/cm虏],left pressure 10[N/cm虏],left pressure 11[N/cm虏],left pressure 12[N/cm虏],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm虏],right pressure 1[N/cm虏],right pressure 2[N/cm虏],right pressure 3[N/cm虏],right pressure 4[N/cm虏],right pressure 5[N/cm虏],right pressure 6[N/cm虏],right pressure 7[N/cm虏],right pressure 8[N/cm虏],right pressure 9[N/cm虏],right pressure 10[N/cm虏],right pressure 11[N/cm虏],right pressure 12[N/cm虏],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.25,0.5,2.5,0.0,3.0,0.0,0.75,2.25,0.25,8.75,5.0,8.5,11.0,-0.3,0.33,2.14,647.54,-2.0,-66.7,1.75,0.75,0.5,1.5,0.0,0.0,1.25,0.0,0.0,0.5,0.0,0.25,0.0,1.33,-1.8,1.33,7.2,-21.8,53.1
0.04,0.5,0.25,2.25,0.25,3.0,0.25,1.0,2.5,0.25,9.25,6.0,8.75,11.0,0.02,0.14,1.14,748.49,-1.9,-66.3,1.25,0.5,1.25,0.0,1.5,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.14,-0.8,2.02,0.0,-20.7,66.5
0.06,0.25,0.5,2.75,0.25,3.0,0.0,1.25,3.75,0.75,9.5,6.5,8.5,11.0,-0.11,0.08,0.95,823.51,-1.6,-64.1,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.75,0.0,0.52,-0.48,0.77,0.0,-17.8,-21.6
0.08,0.5,0.5,2.75,0.0,3.0,0.25,1.25,4.25,0.75,9.25,6.0,8.0,10.5,-0.11,0.02,0.95,867.83,-1.8,-62.0,0.25,0.0,1.0,1.25,1.5,0.0,1.25,0.0,0.0,0.5,0.75,0.75,0.0,0.33,-0.23,0.58,0.0,-13.1,14.0
0.1,0.5,0.5,2.75,0.25,3.0,0.25,1.25,4.5,0.75,8.75,5.75,7.25,10.0,-0.11,0.02,0.95,871.39,-1.8,-59.6,1.25,0.75,1.25,1.0,2.75,0.0,1.25,0.0,0.0,0.5,0.75,0.75,0.75,-0.05,-0.17,0.77,0.0,-11.3,23.8
0.12,0.25,0.5,2.75,0.25,3.0,2.5,1.25,5.25,0.75,8.75,5.25,6.75,9.0,-0.11,0.08,0.95,846.73,-3.2,-53.9,0.75,0.75,1.25,1.25,1.0,0.25,1.25,0.0,0.0,0.5,0.5,0.75,0.75,-0.05,-0.11,0.95,20.08,-12.8,16.9
0.14,0.75,0.5,2.75,0.25,3.0,2.75,1.5,5.5,0.75,7.75,5.0,6.25,8.25,-0.11,0.08,0.95,793.3,-2.6,-49.4,1.0,0.75,1.0,1.0,2.5,0.0,1.0,0.0,0.0,0.5,0.75,0.5,0.75,0.08,-0.05,1.02,68.24,-10.3,23.5
0.16,0.75,0.5,2.75,1.0,2.25,4.0,1.75,5.5,0.75,7.5,4.25,5.5,7.5,-0.11,0.08,0.95,734.51,-2.8,-44.3,0.5,0.75,1.25,1.0,2.75,0.0,1.25,0.0,0.0,0.5,0.75,0.5,0.75,0.2,0.2,0.89,106.55,-9.7,21.9
0.18,0.75,0.5,2.75,1.25,3.0,5.0,1.75,5.5,0.75,7.25,3.75,4.25,6.75,-0.11,0.08,0.95,675.13,-3.4,-36.3,0.5,0.75,1.25,1.25,2.75,0.0,1.25,0.0,0.0,0.5,0.5,0.5,0.0,0.2,0.33,0.89,133.4,-11.9,36.7
0.2,0.25,0.5,3.25,2.5,3.5,5.75,2.0,5.75,0.75,6.5,3.0,3.0,5.75,-0.11,0.08,0.95,614.13,-3.1,-25.7,0.75,0.75,1.25,1.0,2.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.75,0.08,0.39,1.45,148.11,-10.4,20.3
0.22,0.75,0.5,3.0,2.5,6.25,6.5,2.5,6.25,0.75,5.5,2.0,2.75,5.0,-0.11,0.08,0.95,590.17,-3.1,-13.9,1.25,0.75,1.25,0.75,2.75,0.0,1.25,0.0,0.0,0.75,0.5,0.5,0.75,-0.05,0.52,1.7,160.99,-10.6,26.1
0.24,1.25,0.75,3.5,2.75,6.5,7.25,2.5,6.25,0.75,4.75,1.75,1.25,4.25,-0.11,0.08,0.95,578.9,-2.4,-2.9,0.75,0.75,1.0,0.5,2.75,0.0,1.25,0.0,0.0,0.5,0.75,0.75,0.75,-0.11,0.7,2.2,162.46,-9.1,17.3
0.26,1.75,1.25,3.75,3.75,7.75,7.75,2.5,6.5,0.5,3.5,1.5,1.25,3.25,-0.11,0.08,0.95,593.07,-1.0,8.1,0.75,0.75,1.25,0.5,1.75,0.0,1.25,0.0,0.0,0.5,0.5,0.25,0.5,-0.23,0.83,2.14,153.2,-12.7,28.8
0.28,2.0,1.25,4.0,5.0,8.25,8.25,3.0,6.25,0.0,2.5,1.0,1.0,2.5,-0.11,0.08,0.95,613.02,0.1,17.6,0.75,0.75,1.25,0.5,2.75,0.0,1.25,0.0,0.0,0.5,0.5,0.5,0.5,-0.36,0.89,2.2,149.35,-10.6,28.1
0.3,2.0,2.0,4.25,6.25,8.75,9.0,3.25,5.75,0.0,3.25,0.5,1.0,2.25,-0.11,0.08,0.95,657.24,0.6,21.7,0.5,0.5,1.75,0.5,0.25,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1.25,-0.48,1.14,2.45,132.55,-14.5,-0.6
0.32,2.0,2.0,5.0,7.0,9.75,9.0,3.25,5.5,0.0,2.5,0.5,1.0,2.25,-0.17,0.08,0.95,707.95,1.6,25.4,0.5,0.5,1.25,0.5,2.5,0.0,1.25,0.0,0.0,0.5,0.5,0.75,0.5,-0.23,1.7,2.33,125.08,-10.3,19.2
0.34,2.5,2.0,5.25,8.5,10.5,9.0,4.0,4.25,0.0,2.25,0.25,1.0,2.25,-0.17,0.14,0.95,767.36,3.2,30.2,0.75,0.75,1.0,0.75,2.5,0.0,1.0,0.0,0.0,0.5,0.5,0.75,0.0,0.08,2.2,0.83,121.78,-11.5,31.5
0.36,3.75,2.25,6.25,10.5,12.0,9.25,4.75,4.0,0.0,2.25,0.0,1.0,1.75,-0.17,0.14,0.95,857.31,5.1,36.2,0.5,0.5,2.0,0.5,2.5,0.0,0.75,0.0,0.0,0.5,0.5,0.75,0.75,-0.42,2.83,0.45,131.09,-11.3,18.9
0.38,4.0,2.25,8.0,13.0,12.5,9.25,5.25,2.25,0.0,2.25,0.0,1.0,1.75,-0.17,0.14,1.08,965.29,7.4,40.4,0.75,0.5,1.0,0.5,2.75,0.0,1.0,0.0,0.0,0.5,0.0,0.75,0.75,-1.23,3.52,0.45,130.73,-8.5,22.6
0.4,5.75,2.5,8.75,13.0,13.0,9.0,5.5,2.25,0.0,2.25,0.0,0.25,1.5,-0.17,0.14,1.08,1073.88,8.7,44.9,0.5,0.75,1.0,0.5,2.5,0.0,1.0,0.0,0.0,0.75,0.75,0.75,0.5,-1.36,3.58,0.2,133.96,-8.5,14.9
0.42,6.25,3.5,8.75,14.5,13.5,8.75,5.75,1.5,0.0,2.0,0.0,0.0,1.25,-0.17,0.14,1.08,1169.87,9.6,49.1,0.5,0.5,1.0,0.25,1.5,0.0,1.0,0.0,0.0,0.75,0.75,2.25,2.25,-0.92,0.89,-0.92,139.38,-5.7,-31.4
0.44,7.75,3.75,9.75,14.5,14.5,8.5,6.0,0.25,0.0,1.5,0.0,0.25,1.25,-0.17,0.2,1.08,1254.46,11.2,52.6,0.5,0.75,1.0,0.25,0.5,0.0,1.0,0.0,0.0,0.75,1.0,4.0,5.0,0.39,-1.3,1.39,167.8,-3.2,-61.5
0.46,8.75,4.0,9.75,14.5,14.5,7.5,6.0,0.25,0.0,1.5,0.0,0.25,1.25,-0.17,0.27,1.08,1304.61,12.0,53.6,0.5,0.5,1.0,0.25,0.5,0.0,1.0,0.0,0.0,1.5,1.25,5.75,6.25,-0.3,0.83,1.39,213.02,-1.7,-72.6
