time,left pressure 0[N/cm虏],left pressure 1[N/cm虏],left pressure 2[N/cm虏],left pressure 3[N/cm虏],left pressure 4[N/cm虏],left pressure 5[N/cm虏],left pressure 6[N/cm虏],left pressure 7[N/cm虏],left pressure 8[N/cm虏],left pressure 9[N/cm虏],left pressure 10[N/cm虏],left pressure 11[N/cm虏],left pressure 12[N/cm虏],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm虏],right pressure 1[N/cm虏],right pressure 2[N/cm虏],right pressure 3[N/cm虏],right pressure 4[N/cm虏],right pressure 5[N/cm虏],right pressure 6[N/cm虏],right pressure 7[N/cm虏],right pressure 8[N/cm虏],right pressure 9[N/cm虏],right pressure 10[N/cm虏],right pressure 11[N/cm虏],right pressure 12[N/cm虏],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,1.0,2.25,1.25,4.5,2.5,2.5,2.75,4.25,4.25,4.5,2.0,1.25,-0.05,0.08,0.95,391.95,2.3,-17.5,8.25,0.75,7.5,4.5,6.0,0.0,0.5,1.25,0.75,0.0,0.5,0.0,0.5,0.02,0.39,1.52,555.72,-20.1,57.3
0.04,0.0,0.25,3.0,2.0,2.5,1.0,2.5,3.25,4.75,4.5,3.5,2.25,1.25,-0.11,0.14,0.95,429.82,4.5,-24.6,6.25,0.0,6.25,2.75,3.25,0.0,0.25,1.0,0.75,0.0,0.25,0.0,0.0,0.27,0.52,1.64,390.89,-23.1,59.4
0.06,0.0,0.75,3.0,2.0,2.5,2.0,2.75,4.5,5.25,5.25,5.25,2.25,3.25,-0.11,0.14,0.95,480.74,2.3,-29.9,6.0,1.0,4.75,3.5,3.0,0.0,0.25,0.5,1.25,1.0,0.0,0.75,0.5,0.33,0.45,1.7,293.36,-19.4,46.9
0.08,0.5,1.0,2.75,2.25,3.5,3.0,3.25,4.5,6.25,6.25,6.0,3.75,4.25,-0.11,0.08,0.95,556.87,1.9,-30.4,3.5,1.0,3.25,2.5,3.25,0.0,0.25,0.0,1.25,1.25,0.0,0.75,0.0,0.27,0.33,1.2,221.57,-16.9,43.6
0.1,0.5,0.75,4.25,2.25,4.25,3.0,3.75,5.75,6.5,6.75,7.0,4.0,5.0,-0.05,0.08,0.95,672.54,2.3,-29.8,1.0,0.75,2.0,2.25,3.5,1.5,0.25,1.5,1.25,1.25,1.5,0.75,0.5,1.27,0.27,0.89,174.03,-5.7,13.5
0.12,0.5,1.0,4.5,2.5,4.5,3.25,3.75,6.5,7.0,7.0,7.75,5.25,5.75,-0.05,0.08,0.95,812.87,2.3,-31.5,2.0,1.0,2.0,2.25,3.5,2.0,0.25,1.0,1.25,1.25,0.75,0.0,0.25,2.83,-0.17,0.27,147.28,-7.1,31.8
0.14,0.5,1.25,1.75,2.5,4.75,3.5,3.75,6.5,7.0,7.5,7.75,5.25,5.75,-0.05,0.08,0.95,907.81,0.2,-35.2,0.5,0.0,0.5,1.0,3.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.7,0.27,0.52,88.02,-7.5,50.9
0.16,0.25,1.25,2.25,3.0,5.5,3.5,4.0,6.75,7.0,7.75,8.25,5.25,6.0,-0.05,0.08,0.95,983.47,0.5,-33.5,1.75,1.0,0.0,2.25,3.25,0.0,0.5,0.5,1.0,1.0,0.25,0.75,0.0,0.83,0.14,0.58,69.94,-8.2,29.8
0.18,0.25,1.0,3.0,3.0,5.5,3.5,4.0,6.75,7.0,7.5,8.25,5.25,6.0,-0.05,0.08,0.95,1011.48,1.0,-32.6,1.5,0.75,1.75,2.0,3.5,0.0,0.5,0.0,0.75,1.25,0.25,0.75,0.5,0.58,-0.11,0.64,75.52,-10.8,28.0
0.2,0.0,1.25,3.75,2.0,5.75,3.75,3.75,6.5,7.0,7.25,7.75,5.25,5.75,-0.05,0.08,0.95,1009.38,1.0,-31.5,1.25,0.5,1.75,1.25,3.5,0.0,0.25,0.0,0.75,1.25,0.75,0.75,0.5,0.27,-0.23,0.64,102.36,-9.7,19.6
