time,left pressure 0[N/cm虏],left pressure 1[N/cm虏],left pressure 2[N/cm虏],left pressure 3[N/cm虏],left pressure 4[N/cm虏],left pressure 5[N/cm虏],left pressure 6[N/cm虏],left pressure 7[N/cm虏],left pressure 8[N/cm虏],left pressure 9[N/cm虏],left pressure 10[N/cm虏],left pressure 11[N/cm虏],left pressure 12[N/cm虏],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm虏],right pressure 1[N/cm虏],right pressure 2[N/cm虏],right pressure 3[N/cm虏],right pressure 4[N/cm虏],right pressure 5[N/cm虏],right pressure 6[N/cm虏],right pressure 7[N/cm虏],right pressure 8[N/cm虏],right pressure 9[N/cm虏],right pressure 10[N/cm虏],right pressure 11[N/cm虏],right pressure 12[N/cm虏],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,1.75,0.5,0.5,1.75,2.5,1.75,0.75,4.25,2.75,5.0,4.5,5.25,6.0,-0.17,0.08,0.89,403.06,-0.7,-44.6,8.25,0.75,9.25,3.0,0.0,0.25,4.25,2.25,2.75,2.25,2.0,0.75,1.5,0.33,0.58,1.58,597.99,-20.8,25.7
0.04,1.75,0.5,1.0,1.75,2.5,1.75,1.25,5.0,3.5,6.5,4.75,5.5,6.75,-0.11,0.14,0.95,521.57,-0.8,-45.6,7.25,0.5,8.5,2.75,0.0,0.0,3.75,1.5,2.0,2.25,1.75,0.75,1.5,0.39,0.58,1.95,496.69,-21.4,25.6
0.06,1.75,0.5,0.0,1.75,2.5,2.25,1.75,5.75,4.5,7.25,6.25,6.25,7.75,-0.11,0.08,0.95,651.75,-1.6,-50.3,5.75,0.5,7.5,2.25,0.0,0.0,3.0,1.25,2.0,1.5,1.5,0.75,1.25,0.7,0.77,2.02,396.92,-21.9,25.4
0.08,1.75,0.5,1.75,2.0,3.0,3.0,0.5,6.0,5.0,7.75,6.75,7.0,8.75,-0.11,0.08,0.95,785.75,-0.9,-46.9,2.75,0.75,5.5,1.75,0.0,0.0,2.25,1.25,1.5,1.5,1.0,0.75,1.25,0.52,0.27,2.2,307.87,-18.5,15.3
0.1,2.0,0.5,2.0,2.0,2.5,3.0,1.0,6.25,5.25,7.75,7.25,7.5,8.5,-0.11,0.08,0.95,894.28,-0.2,-47.0,0.0,0.25,5.0,1.5,0.0,0.0,1.5,1.25,1.5,1.5,1.25,0.75,1.0,0.52,-0.17,0.83,236.34,-15.4,-3.6
0.12,2.25,0.75,3.0,2.0,2.5,3.0,1.25,6.75,5.5,8.5,7.75,7.75,9.5,-0.11,0.08,0.95,1000.57,0.2,-45.6,0.0,0.25,2.75,1.25,0.0,0.0,1.5,1.25,1.5,1.25,1.25,0.75,1.0,2.64,-0.61,0.95,164.05,-11.6,-15.9
0.14,1.75,0.5,1.75,2.0,2.5,3.0,1.25,6.75,5.25,8.75,7.25,7.75,9.5,-0.11,0.08,0.95,1053.0,-1.1,-49.7,0.0,0.25,2.5,1.5,0.0,0.0,1.25,1.25,1.5,1.25,1.0,0.75,1.0,1.45,-0.36,0.95,109.43,-10.9,-15.2
0.16,1.75,0.5,1.25,2.0,2.5,3.0,2.25,6.75,5.25,8.75,7.25,7.25,9.5,-0.11,0.08,0.95,1069.55,-1.2,-49.5,0.0,0.5,2.5,1.5,0.0,0.0,1.5,1.0,1.5,1.25,1.0,0.75,0.75,0.39,-0.3,0.89,77.55,-12.3,-9.6
0.18,1.75,0.5,1.0,2.0,2.5,3.0,2.25,7.0,5.25,8.75,6.75,7.0,9.5,-0.11,0.08,0.95,1047.88,-1.6,-49.5,0.0,0.5,2.5,1.25,0.0,0.0,1.25,1.25,1.25,1.25,1.25,0.75,1.25,-0.05,-0.42,0.83,69.39,-10.3,-17.1
0.2,1.75,0.5,0.75,2.0,2.5,3.0,2.5,7.5,5.0,8.75,6.75,7.0,9.25,-0.11,0.08,0.95,1017.6,-1.9,-49.5,0.0,0.25,2.5,1.5,0.0,0.0,1.25,1.0,1.25,1.5,1.0,0.75,1.25,-0.36,-0.55,0.95,75.38,-10.4,-17.5
