time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,0.75,6.25,5.25,0.0,4.25,-0.11,0.08,0.95,231.72,-6.7,-72.6,0.0,0.0,0.5,0.5,1.0,0.25,0.0,1.25,0.0,0.25,0.0,0.25,0.0,0.95,-1.36,1.33,72.81,0.7,8.8
0.04,0.0,0.0,0.25,0.75,0.0,0.0,0.0,3.25,0.5,7.0,5.5,0.0,4.5,-0.11,0.08,0.95,282.86,-6.4,-70.0,0.0,0.25,0.5,0.5,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.45,-0.73,1.27,0.0,-4.3,15.2
0.06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.5,0.5,7.0,5.5,0.0,5.25,-0.11,0.08,0.95,321.84,-7.6,-74.1,0.0,0.25,0.5,0.25,1.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.39,-0.48,0.58,0.0,-0.7,24.8
0.08,0.0,0.0,0.0,1.25,0.0,0.0,0.5,4.5,0.75,6.5,4.0,0.0,4.0,-0.11,0.08,0.95,343.44,-7.1,-63.7,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39,-0.36,0.27,0.0,0.3,20.4
0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.5,5.0,0.75,6.0,5.25,2.75,5.0,-0.11,0.08,0.95,368.71,-5.6,-74.1,0.0,0.25,0.5,0.5,0.5,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.39,-0.23,0.45,0.0,-2.9,22.3
0.12,0.0,0.0,0.0,0.75,0.0,0.0,0.25,5.0,0.0,6.25,4.75,0.0,4.25,-0.11,0.08,0.95,361.51,-8.2,-68.3,0.75,1.0,0.5,1.0,0.0,1.25,0.0,1.0,0.0,0.75,0.0,0.25,0.0,0.2,-0.23,0.77,0.0,-3.3,27.8
0.14,0.0,0.0,0.0,2.25,0.0,0.0,0.5,5.25,0.0,6.25,3.75,2.75,3.75,-0.11,0.08,0.95,369.17,-5.2,-62.9,0.0,0.0,1.75,0.0,2.75,0.0,0.0,2.5,0.0,0.0,0.75,0.0,0.0,0.08,-0.17,1.02,16.04,-2.9,15.6
0.16,0.0,0.0,0.0,2.0,0.0,0.75,0.5,5.25,0.5,5.5,3.0,2.5,3.75,-0.11,0.08,0.95,361.71,-5.9,-59.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.08,1.14,14.49,-1.9,-4.8
0.18,0.0,0.0,0.0,2.5,0.0,1.25,0.5,5.25,0.25,5.25,2.75,2.25,2.75,-0.11,0.08,0.95,350.38,-5.8,-51.9,0.0,0.25,0.5,0.75,0.0,1.5,0.0,1.0,0.0,0.25,0.0,0.5,0.0,-0.05,0.14,1.27,32.08,2.5,8.1
0.2,0.0,0.0,0.0,2.5,0.0,1.5,0.25,5.25,0.5,5.0,2.25,1.75,2.5,-0.11,0.08,0.95,328.8,-6.5,-48.4,0.0,0.25,1.75,0.0,2.75,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.05,0.27,1.52,55.98,-5.4,36.7
