time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,2.75,1.25,0.0,1.75,0.02,0.33,1.89,72.18,-8.3,-79.9,8.25,2.0,11.0,11.5,9.0,2.25,7.5,1.5,0.0,1.5,0.0,0.25,0.25,0.02,0.39,1.14,937.56,-17.4,53.9
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,3.25,0.0,4.0,0.2,0.45,2.39,122.12,-7.7,-87.7,8.25,2.0,11.0,11.0,8.0,0.5,7.25,0.25,0.25,1.25,0.0,0.75,0.25,0.02,0.45,1.33,906.51,-20.1,55.5
0.06,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,5.25,5.75,0.0,4.5,-0.67,0.52,2.33,182.15,-4.4,-81.0,9.0,2.5,9.5,9.5,7.25,0.5,7.25,1.5,0.25,1.75,1.0,0.75,1.25,0.14,0.64,1.7,874.91,-18.0,46.7
0.08,0.0,0.0,0.0,0.25,0.0,0.0,1.5,4.25,0.0,0.0,6.25,0.0,4.25,-0.17,0.39,1.7,225.94,-2.4,-68.2,9.0,2.25,8.75,6.75,6.5,0.5,6.75,1.5,0.0,2.0,1.0,0.75,1.25,0.27,0.95,2.2,805.64,-18.0,45.1
0.1,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.25,0.0,7.5,6.75,0.0,3.5,-0.17,0.14,0.95,279.08,-5.5,-66.3,7.25,0.5,7.0,3.75,5.25,0.0,6.0,1.25,0.0,0.25,1.0,0.0,0.5,0.45,1.14,2.2,656.28,-21.0,52.3
0.12,0.0,0.0,0.0,1.75,0.0,0.0,0.25,4.5,0.0,7.75,7.25,0.0,4.0,-0.11,0.08,0.95,328.6,-5.6,-64.4,5.0,0.0,4.0,2.0,3.5,0.5,3.75,0.0,0.0,1.75,0.0,0.75,0.25,0.33,0.95,2.52,459.11,-18.3,43.5
0.14,0.0,0.0,0.25,2.5,0.0,0.0,0.5,4.5,0.5,7.0,7.0,0.0,4.25,-0.17,0.08,0.95,372.56,-3.9,-58.6,1.5,0.0,3.75,1.25,1.75,0.5,1.5,0.0,0.0,0.25,0.0,0.0,1.0,0.64,0.2,2.52,286.04,-18.7,41.6
0.16,0.0,0.0,0.25,2.5,0.0,0.0,0.5,4.75,0.75,7.0,7.0,2.5,4.75,-0.11,0.08,0.95,424.57,-3.0,-63.4,1.25,0.0,1.75,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.45,-0.55,1.39,148.91,-19.3,55.3
0.18,0.0,0.5,1.25,2.5,0.0,1.25,0.5,4.75,1.0,6.5,6.25,2.5,3.75,-0.11,0.08,0.95,460.59,-1.7,-50.5,0.75,0.0,1.25,0.0,1.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.95,-0.42,1.39,27.39,-12.5,50.5
0.2,0.0,0.5,0.25,2.5,0.0,1.25,0.5,4.5,0.75,5.75,5.75,1.5,2.5,-0.11,0.08,0.95,449.04,-3.0,-48.7,0.0,0.0,1.25,0.25,0.5,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.58,-1.23,1.27,0.0,-17.5,45.4
0.22,0.0,0.75,0.0,2.5,0.0,2.0,0.5,4.5,0.75,5.0,4.5,1.25,2.5,-0.17,0.08,0.95,412.48,-4.2,-43.0,0.0,0.0,0.75,1.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.33,-0.36,0.83,0.0,-15.2,39.0
0.24,0.0,0.75,0.0,2.5,0.0,2.25,0.5,4.5,0.5,4.25,3.25,1.0,1.75,-0.17,0.14,0.95,362.39,-4.9,-35.9,0.0,0.0,0.5,1.0,1.25,0.5,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.39,-0.3,0.27,0.0,-6.5,43.6
0.26,0.0,0.75,1.25,2.25,0.0,2.5,0.5,4.5,1.0,3.75,3.0,1.0,1.5,-0.17,0.08,0.95,321.31,-2.3,-28.3,0.0,0.0,0.25,0.25,0.5,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.33,-0.23,0.52,0.0,-5.3,14.0
0.28,0.0,0.75,0.0,0.5,0.0,2.75,0.5,4.5,1.0,3.5,3.0,0.5,1.25,-0.11,0.08,0.95,280.33,-7.4,-38.7,0.0,0.0,0.25,0.5,1.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.08,-0.23,0.77,0.0,-5.1,35.2
0.3,0.0,0.75,0.0,2.5,0.0,3.0,0.5,4.5,0.75,3.25,2.75,0.5,1.25,-0.11,0.08,0.95,260.23,-5.3,-26.5,0.0,0.0,1.0,0.0,1.0,0.25,0.25,0.5,0.0,0.25,0.0,0.0,0.25,-0.05,-0.17,0.95,0.0,-5.1,19.5
0.32,0.0,0.75,0.0,2.5,0.5,3.0,0.5,4.5,1.0,2.75,3.0,0.5,1.0,-0.17,0.14,0.95,246.64,-4.5,-22.5,0.0,0.0,0.5,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,-0.11,-0.05,0.89,0.0,-4.7,33.4
