time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.5,0.5,0.5,0.5,0.0,0.14,0.64,1.08,5.62,5.6,-36.3,1.5,0.5,2.75,2.5,6.0,6.0,3.75,6.75,0.75,7.0,4.75,4.25,5.5,0.08,0.08,0.95,603.21,1.7,-22.1
0.04,1.0,0.0,0.75,1.0,0.0,0.0,0.25,0.75,0.25,0.5,1.0,0.5,0.5,0.14,0.39,1.14,30.28,11.7,-9.1,1.0,0.75,2.75,1.75,5.75,6.0,3.0,6.75,0.75,7.75,5.0,4.5,6.0,0.08,0.08,0.95,658.56,2.7,-27.0
0.06,0.0,0.0,0.5,1.25,0.0,0.0,0.25,0.75,0.5,0.5,1.0,0.5,0.75,0.02,0.2,1.2,54.26,6.0,-31.7,1.0,0.75,2.5,0.5,5.0,5.75,2.25,7.0,0.25,7.5,5.25,4.5,7.0,0.08,0.08,0.95,688.54,4.0,-33.6
0.08,1.0,0.0,0.5,0.25,0.0,0.0,0.25,0.75,0.25,0.0,0.75,0.5,0.0,0.02,0.14,1.27,72.4,15.6,-1.6,0.0,0.0,2.5,0.5,4.75,4.5,2.25,7.25,0.25,7.5,5.25,4.25,7.5,0.08,0.08,0.95,693.48,4.8,-41.3
0.1,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.05,0.08,1.27,64.18,23.8,-22.9,0.0,0.0,0.5,0.5,2.75,4.5,1.25,6.75,0.25,7.5,4.0,4.25,6.5,0.08,0.08,0.95,648.77,7.8,-50.4
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-0.17,-0.05,1.27,44.78,-3.4,-92.6,0.0,0.0,0.0,0.0,1.25,4.0,1.0,6.75,0.25,7.75,4.0,4.5,7.0,0.02,0.08,0.95,600.53,9.0,-61.4
0.14,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,-0.3,-0.05,1.2,29.09,4.0,-54.9,0.0,0.0,0.0,0.5,1.0,3.5,1.0,6.75,0.25,8.0,3.25,4.75,7.5,0.08,0.08,0.95,557.77,8.8,-62.7
0.16,0.0,0.0,0.5,1.0,0.0,0.0,0.25,1.0,0.5,0.75,0.75,0.5,0.75,-0.42,-0.05,1.2,44.04,3.5,-36.0,0.0,0.0,0.0,0.5,1.0,3.25,1.0,6.75,0.0,8.25,3.75,5.0,7.25,0.08,0.08,0.95,534.58,8.5,-63.7
0.18,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.75,0.5,0.75,0.75,0.5,0.75,-0.36,-0.05,1.08,56.12,0.3,-57.2,0.0,0.0,0.0,0.5,1.0,2.5,0.75,6.75,0.0,8.25,4.0,5.5,7.5,0.08,0.08,0.95,523.38,8.1,-67.0
0.2,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.75,0.25,1.0,0.75,0.5,0.75,-0.42,-0.05,1.14,69.7,1.7,-47.2,0.0,0.0,0.5,0.5,1.0,2.25,0.75,6.75,0.0,8.25,4.0,5.5,8.0,0.08,0.08,0.95,522.62,7.4,-66.4
0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.75,0.0,0.5,0.0,-0.36,-0.05,1.14,84.79,-6.9,-43.4,0.0,0.0,0.0,0.5,1.0,2.0,0.5,6.25,0.0,8.5,4.25,5.5,8.0,0.08,0.08,0.95,513.65,7.9,-69.7
0.24,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.75,0.25,0.5,0.75,0.5,0.75,-0.3,-0.05,1.02,86.35,0.3,-50.4,0.0,0.0,0.0,0.5,1.0,2.0,0.5,6.0,0.0,8.5,4.5,5.75,8.25,0.14,0.08,0.95,513.7,7.6,-70.5
0.26,0.0,0.0,0.5,0.75,0.0,0.0,0.25,0.75,0.25,0.5,0.75,0.5,0.5,-0.23,-0.05,1.08,82.96,5.3,-34.8,0.0,0.0,0.0,0.25,1.0,2.0,0.5,6.0,0.0,8.5,4.75,6.0,8.5,0.14,0.08,0.95,522.8,7.6,-72.0
