time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,0.0,1.75,0.0,0.0,0.25,1.75,0.5,1.0,0.0,0.75,0.75,-0.3,0.14,1.33,89.12,-1.1,-32.7,6.75,3.0,11.5,11.5,7.5,4.75,3.75,5.0,0.75,3.25,2.5,1.25,2.5,0.08,0.14,0.95,1082.86,-11.3,30.5
0.04,0.0,0.0,0.0,1.75,0.0,0.0,0.25,1.5,0.5,1.25,0.0,0.75,0.75,-0.3,0.52,1.27,91.55,-1.0,-34.0,7.0,3.5,12.5,12.5,8.25,4.5,3.25,4.0,0.75,2.5,2.25,1.0,1.75,0.08,0.14,0.95,1097.28,-12.9,37.6
0.06,0.0,0.0,0.0,1.25,0.0,0.0,0.25,1.5,0.5,1.0,0.0,0.75,0.75,-0.17,0.95,1.27,90.99,-2.0,-40.4,7.75,3.5,12.5,12.5,8.5,3.75,3.25,3.75,0.5,2.75,2.25,1.25,1.75,0.14,0.14,1.08,1110.12,-13.4,37.9
0.08,0.0,0.0,0.0,1.25,0.0,0.0,0.25,1.5,0.5,1.25,0.0,0.75,0.75,-0.05,1.58,1.14,89.88,-2.6,-41.8,8.0,3.5,13.5,13.5,8.5,3.5,2.75,3.75,0.75,1.75,2.25,1.25,1.75,0.08,0.14,1.2,1129.35,-14.5,40.3
0.1,0.0,0.0,0.25,1.0,0.0,0.0,0.25,1.5,0.25,1.0,0.0,0.5,0.75,0.2,2.2,0.83,85.46,-2.2,-37.3,8.25,3.75,14.0,13.5,8.5,3.5,2.25,2.75,0.5,2.0,2.0,1.0,1.75,0.08,0.2,1.14,1138.84,-15.1,43.1
0.12,0.0,0.0,0.25,1.25,0.0,0.0,0.25,1.5,0.5,1.5,0.0,0.75,0.75,1.2,3.27,0.77,88.48,-1.5,-39.1,8.75,2.75,14.5,12.5,8.0,2.0,1.5,2.5,0.0,0.5,2.0,0.25,1.0,0.08,0.27,1.14,1091.0,-17.9,50.9
0.14,0.0,0.0,0.75,0.75,0.0,0.0,0.25,1.5,1.0,2.75,0.0,1.5,1.0,0.52,4.77,-0.11,107.42,-1.0,-51.4,8.0,2.25,12.5,11.0,6.25,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.75,0.02,0.27,1.14,960.91,-19.7,56.0
0.16,0.0,0.0,0.75,0.0,0.0,0.0,0.25,1.75,0.75,3.5,0.0,1.75,2.0,-0.67,0.14,2.2,134.75,-5.1,-68.1,8.0,2.5,12.5,9.25,5.25,1.0,1.0,1.25,0.0,0.25,1.0,0.0,0.75,0.02,0.33,1.27,819.8,-20.8,57.1
0.18,0.0,0.0,0.0,0.75,0.0,0.0,0.25,3.0,1.25,4.25,2.0,2.0,3.25,-0.05,0.33,1.7,187.31,-5.5,-70.1,8.0,1.75,12.5,7.75,2.25,1.0,1.0,1.0,0.0,0.25,0.0,0.0,0.75,0.14,0.39,1.39,663.09,-23.9,60.7
0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.25,3.25,1.5,4.5,3.25,2.75,3.25,-0.36,0.2,0.95,239.18,-3.7,-69.5,7.5,1.25,12.0,6.5,0.0,1.0,1.25,0.75,0.0,0.0,0.25,0.0,0.75,0.27,0.45,1.45,523.24,-26.9,61.0
