time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,1.5,0.75,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,70.15,10.8,-3.0,0.0,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.5,1.5,0.25,0.25,0.75,0.02,0.14,0.95,69.29,1.7,-48.3
0.04,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,72.33,11.1,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,0.5,1.25,0.5,0.5,0.75,0.02,0.14,0.95,71.27,0.9,-41.4
0.06,0.0,0.0,1.25,1.0,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,73.4,9.7,-3.1,0.0,0.0,0.25,0.0,0.5,0.5,0.25,0.0,0.5,1.5,0.5,0.5,0.75,0.02,0.14,0.95,74.7,3.3,-46.8
0.08,0.0,0.0,1.25,1.0,0.0,0.0,0.5,0.25,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,73.17,11.1,-1.2,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,1.25,0.5,0.25,0.75,0.02,0.14,0.95,74.02,1.1,-50.4
0.1,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0.25,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,73.61,12.5,2.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,1.5,0.5,0.25,0.75,0.02,0.14,0.95,73.85,1.9,-51.8
0.12,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,74.93,11.1,0.0,0.0,0.25,0.25,0.0,0.5,0.25,0.25,0.0,0.25,1.5,0.5,0.5,0.75,0.02,0.14,0.95,74.3,2.3,-43.4
0.14,0.0,0.0,1.25,1.0,0.0,0.0,0.5,0.25,0.25,1.0,0.0,0.0,0.75,-0.17,0.08,0.95,75.63,9.8,-6.9,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.25,1.5,0.5,0.25,0.75,0.02,0.14,0.95,72.24,2.8,-52.6
0.16,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,77.73,11.1,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.25,2.25,0.25,0.5,1.0,0.02,0.14,0.95,76.35,5.2,-60.4
0.18,0.0,0.0,1.25,1.0,0.0,0.0,0.75,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,77.63,10.2,-2.4,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.5,1.25,0.25,0.5,1.0,0.02,0.14,0.95,76.23,5.1,-61.6
0.2,0.0,0.0,1.25,1.0,0.0,0.0,0.5,0.25,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,76.43,11.1,-1.2,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,1.25,0.5,0.25,0.75,0.02,0.14,0.95,74.4,1.1,-50.4
0.22,0.0,0.0,1.5,1.0,0.0,0.0,0.5,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,77.29,11.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.5,1.5,0.5,0.25,0.75,0.02,0.14,0.95,71.72,4.4,-58.7
0.24,0.0,0.0,1.25,1.0,0.0,0.0,0.75,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,77.0,10.2,-2.4,0.0,0.0,0.25,0.0,0.5,0.25,0.25,0.0,0.5,1.5,0.5,0.25,0.75,0.02,0.14,0.95,71.62,3.0,-47.5
0.26,0.0,0.0,1.5,1.0,0.0,0.0,0.75,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,78.82,11.6,0.7,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.5,1.5,0.5,0.5,0.75,0.02,0.14,0.95,72.2,4.6,-56.8
0.28,0.0,0.0,1.75,1.0,0.0,0.0,0.75,0.5,0.25,1.0,0.0,0.0,0.5,-0.17,0.08,0.95,81.61,12.8,3.5,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.25,1.5,0.5,0.5,0.75,0.02,0.14,0.95,72.47,2.1,-55.8
