time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,4.02,0.89,0.0,0.0,0.0,8.75,4.25,9.75,9.0,6.75,0.5,0.75,0.0,0.0,1.0,0.0,0.0,0.5,0.14,0.45,1.39,684.65,-19.9,64.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,4.52,0.58,0.0,0.0,0.0,7.0,2.0,9.5,6.75,4.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.58,1.64,596.85,-23.6,68.9
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.95,0.45,0.0,0.0,0.0,5.25,0.5,7.25,4.5,2.75,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,2.45,467.03,-24.7,67.3
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,5.95,1.2,0.0,0.0,0.0,2.25,0.0,6.5,2.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.58,2.64,312.24,-31.5,66.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.11,0.2,2.2,0.0,0.0,0.0,0.75,0.0,2.75,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.64,2.45,186.14,-32.4,65.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,-0.3,0.14,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.02,2.08,42.96,-38.2,60.9
0.14,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,4.25,0.0,2.25,4.25,0.33,0.14,1.33,72.74,-7.5,-85.0,1.0,0.25,1.5,2.0,2.5,1.25,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.14,-1.48,2.39,0.0,-8.2,44.4
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.25,5.5,0.0,4.25,5.5,-0.23,0.45,2.02,162.65,-8.5,-92.3,0.5,0.5,1.0,2.0,2.5,0.75,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.08,-1.11,2.89,0.0,-8.2,51.0
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.0,6.5,0.0,5.0,6.25,-0.42,0.45,1.58,259.41,-8.7,-85.1,1.25,0.25,0.5,1.75,2.75,1.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.27,-0.86,1.64,5.94,-6.1,51.7
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.25,7.25,2.25,5.0,6.25,-0.11,0.08,1.08,349.54,-6.8,-80.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.33,-0.73,0.77,0.0,-3.8,11.1
