time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,1.75,1.75,0.0,1.0,1.0,7.25,1.75,6.75,6.0,3.75,5.5,-0.17,0.02,0.95,506.23,-2.6,-57.4,7.5,1.75,9.5,7.25,5.25,2.75,2.0,1.75,0.25,0.25,0.25,0.25,0.0,0.02,0.14,1.2,554.7,-18.1,57.0
0.04,0.0,0.0,1.75,1.5,0.0,1.25,0.75,7.0,1.5,7.0,6.0,3.25,5.5,-0.17,0.02,0.95,484.09,-3.2,-57.6,7.5,2.25,9.5,9.0,5.25,4.0,3.5,4.25,1.5,3.0,2.5,1.5,1.5,0.08,0.2,1.52,746.53,-12.4,29.3
0.06,0.5,0.0,0.75,1.75,0.0,0.0,0.5,6.75,1.25,6.25,5.0,3.0,5.25,-0.23,0.08,1.02,448.5,-3.4,-60.5,7.5,2.25,11.0,9.0,6.25,4.75,5.0,5.75,2.25,5.0,4.0,2.25,2.5,0.27,0.08,1.2,968.42,-10.6,18.9
0.08,0.0,0.75,0.5,0.0,0.0,0.0,0.5,6.25,0.75,5.25,4.0,0.0,4.75,-0.17,0.14,1.08,377.4,-7.3,-61.3,7.75,2.5,11.5,9.25,6.75,5.25,5.0,6.5,2.0,4.5,5.0,2.25,2.5,0.14,0.08,1.08,1188.0,-10.4,19.3
0.1,0.0,1.0,0.0,1.75,0.0,0.0,0.0,0.0,0.5,2.75,2.0,1.0,0.0,-0.17,0.2,1.64,265.03,4.1,-30.2,7.75,2.5,11.5,10.0,7.0,4.5,4.75,6.0,2.0,3.75,4.0,1.75,1.75,0.14,0.14,0.95,1316.26,-11.6,25.1
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.39,1.64,130.5,0.0,0.0,7.75,2.5,11.5,10.5,7.0,4.5,4.5,5.5,1.5,3.0,3.25,1.0,1.5,0.14,0.14,0.95,1345.41,-12.3,30.9
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.75,0.0,0.5,0.0,0.2,0.27,1.33,26.33,-6.3,-70.9,7.75,2.5,12.0,9.25,6.75,4.5,4.25,5.25,1.25,2.25,3.5,1.0,1.75,0.14,0.14,0.95,1317.45,-12.8,31.4
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98,3.45,-0.11,0.0,0.0,0.0,7.75,2.5,11.5,9.0,6.25,4.0,4.0,4.5,1.25,2.25,2.75,1.0,0.75,0.14,0.14,0.89,1230.71,-13.8,35.6
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,3.02,1.2,0.0,0.0,0.0,7.5,2.5,11.5,9.0,6.25,3.5,3.5,4.5,1.25,2.0,2.75,1.0,1.5,0.14,0.14,0.95,1135.51,-13.7,33.9
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,2.58,1.08,0.0,0.0,0.0,7.5,2.0,11.5,9.0,5.5,3.25,3.5,4.25,1.0,2.0,2.5,0.75,0.75,0.08,0.14,0.95,1023.91,-14.8,36.9
