time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.5,0.75,-0.11,0.14,0.95,72.35,0.0,-46.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.25,1.0,0.02,0.14,0.95,80.25,7.6,-51.8
0.04,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.25,0.75,-0.11,0.14,0.95,71.29,-1.5,-48.6,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.75,0.0,1.5,0.0,0.25,1.5,0.02,0.14,0.95,81.13,5.4,-52.6
0.06,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.25,0.75,-0.11,0.14,0.95,71.12,-1.5,-48.6,0.0,0.5,0.5,0.25,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.25,1.0,0.02,0.14,0.95,79.59,4.2,-38.4
0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.25,0.75,-0.11,0.14,0.95,70.72,-0.4,-42.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.25,0.0,1.5,0.0,0.25,1.25,0.02,0.14,0.95,83.32,4.2,-37.2
0.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.0,0.75,-0.11,0.14,0.95,69.16,-2.1,-44.8,0.25,0.5,0.5,0.25,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.25,1.25,0.02,0.14,0.95,83.8,3.0,-36.0
0.12,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0,1.25,0.0,0.0,0.75,-0.11,0.14,0.95,64.82,-1.2,-45.2,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.75,0.0,1.5,0.0,0.25,1.0,0.02,0.14,0.95,81.21,5.9,-44.0
0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.25,0.0,0.0,0.75,-0.11,0.14,0.95,62.63,0.0,-38.6,0.25,0.5,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.25,1.25,0.02,0.14,0.95,79.53,7.2,-45.9
0.16,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.0,0.75,-0.11,0.14,0.95,61.8,-2.1,-44.8,0.0,0.25,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.25,1.25,0.02,0.14,0.95,79.49,4.4,-43.8
0.18,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.0,0.75,-0.11,0.14,0.95,63.58,1.2,-33.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.0,0.25,1.0,0.02,0.14,0.95,77.57,6.4,-51.7
0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,1.25,0.0,0.25,0.75,-0.11,0.14,0.95,66.55,-0.4,-42.5,0.5,0.25,0.5,0.25,0.0,0.0,0.0,0.75,0.0,1.5,0.0,0.25,0.75,0.02,0.14,0.95,74.85,0.1,-28.6
