time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,1.0,0.25,0.5,0.0,2.5,0.5,0.25,1.75,0.5,0.75,1.5,0.5,0.25,-0.73,-0.55,0.7,120.12,1.9,-1.2,1.0,0.0,1.75,0.5,0.5,0.25,0.0,0.75,0.25,1.5,0.5,1.5,1.75,-0.42,0.95,1.2,52.72,-6.1,-27.0
0.04,0.5,0.25,0.0,0.0,2.25,0.5,0.0,1.75,0.25,0.75,1.5,0.5,0.25,-0.73,-0.61,0.64,124.32,-2.4,-11.4,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.5,0.75,0.0,-0.17,0.58,1.02,28.41,-8.0,-20.8
0.06,0.75,0.0,0.5,0.0,0.75,0.25,0.0,1.75,0.25,0.75,1.5,0.5,0.25,-0.92,-0.92,0.77,120.04,1.9,-23.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,1.25,0.25,1.25,0.0,0.02,0.52,0.95,12.96,-4.7,-65.0
0.08,1.25,0.0,0.25,0.0,1.0,0.0,0.0,1.75,0.5,0.75,0.0,0.25,0.25,-0.48,0.52,1.2,113.09,1.7,-1.1,1.0,0.0,1.0,0.5,0.5,0.25,0.0,0.5,0.25,1.0,0.5,1.0,0.0,-0.11,0.52,0.95,9.07,-10.2,-4.0
0.1,1.75,0.0,0.25,0.0,0.75,0.0,0.0,1.75,0.25,0.75,0.0,0.5,0.25,-0.98,0.95,2.58,103.52,4.2,0.8,1.0,0.0,0.5,0.5,1.0,0.5,0.25,0.5,0.25,0.75,0.75,0.75,0.0,-0.17,0.45,1.08,26.94,-7.1,1.8
0.12,1.75,0.0,0.75,0.0,2.25,0.0,0.0,0.25,0.25,0.75,0.0,0.5,0.0,-0.42,0.33,1.33,97.73,10.3,31.9,1.0,0.0,0.75,0.5,0.0,0.25,0.25,0.75,0.25,0.75,0.25,0.75,0.5,-0.17,0.39,1.08,45.0,-8.6,-12.3
0.14,1.5,0.0,0.0,1.75,2.5,0.0,0.0,0.25,0.0,0.75,0.25,0.5,0.0,-0.05,0.27,1.27,104.46,7.8,32.9,1.0,0.25,0.75,0.5,0.0,0.5,0.0,0.5,0.25,0.75,0.5,0.75,0.5,-0.11,0.27,1.14,64.72,-8.2,-8.0
0.16,3.75,0.0,0.25,4.75,5.75,0.0,0.0,0.25,0.5,0.75,1.5,0.5,0.5,-0.3,0.2,1.27,171.63,10.2,36.0,1.0,0.25,1.5,0.5,0.0,0.5,0.0,0.75,0.25,0.75,0.5,0.75,0.5,-0.05,0.14,1.2,81.3,-10.6,-1.7
0.18,4.5,0.25,0.0,7.0,7.25,1.5,0.5,0.0,0.5,0.75,1.25,0.25,0.25,-0.11,0.2,1.08,250.72,9.2,46.0,1.0,0.0,1.5,0.25,0.5,0.5,0.25,0.75,0.25,0.75,0.5,0.75,0.75,0.02,0.02,1.14,95.97,-8.8,-6.1
0.2,4.0,1.5,0.0,7.25,0.0,1.5,0.75,1.75,0.5,1.0,1.5,0.5,0.25,-0.17,0.14,1.08,293.68,11.8,32.9,1.0,0.0,1.25,0.5,1.25,0.25,0.0,0.75,0.25,1.0,0.5,0.75,1.0,0.08,0.02,1.02,109.9,-6.1,-6.9
0.22,4.0,0.25,0.0,8.0,6.25,3.5,1.25,1.75,0.75,0.75,1.5,0.5,0.5,-0.17,0.14,1.2,363.12,6.1,34.8,1.0,0.0,0.75,0.5,0.0,0.5,0.25,0.75,0.25,1.5,0.5,0.75,1.0,0.08,-0.05,0.89,113.94,-3.8,-25.7
0.24,4.75,1.25,1.0,8.0,8.25,4.0,0.0,2.75,1.5,1.0,1.75,1.25,1.0,-0.11,0.14,1.02,453.8,5.5,30.0,1.0,0.0,0.75,0.5,0.5,0.25,0.25,0.75,0.25,0.75,0.25,0.75,0.75,0.14,-0.05,0.89,114.28,-6.7,-10.3
0.26,4.5,1.5,1.25,7.5,8.5,4.25,1.75,3.75,2.25,1.5,2.0,1.25,1.0,-0.17,0.08,1.02,567.24,5.1,25.3,1.0,0.0,1.0,0.25,0.5,0.5,0.0,0.75,0.25,0.75,0.25,0.75,0.75,0.27,-0.11,0.95,111.26,-6.0,-9.4
0.28,4.25,1.5,1.75,6.75,8.5,4.25,2.0,4.5,3.0,2.5,3.25,2.25,1.0,-0.11,0.02,1.02,679.45,4.7,14.8,1.0,0.0,0.75,0.5,0.0,0.5,0.0,0.75,0.25,0.75,0.25,0.75,0.75,0.27,-0.17,0.89,107.88,-6.0,-15.3
0.3,3.5,1.25,1.75,6.75,8.25,4.5,1.5,5.5,3.25,2.5,3.5,2.25,1.25,-0.11,0.02,0.95,762.46,3.5,10.2,1.0,0.0,1.0,0.5,1.0,0.5,0.25,0.5,0.25,0.75,0.25,0.75,0.75,0.2,-0.11,0.77,107.52,-6.9,-0.6
0.32,2.5,0.75,1.5,6.0,8.25,4.75,1.5,5.5,3.0,2.75,4.0,2.25,1.5,-0.11,0.02,0.95,789.04,1.9,4.5,1.0,0.75,0.75,0.25,0.5,0.5,0.0,0.75,0.25,0.75,0.25,0.75,0.75,0.2,-0.11,0.77,107.59,-5.6,-0.4
0.34,2.5,1.25,1.5,5.75,7.75,4.5,1.25,5.5,2.5,2.5,3.75,2.25,1.5,-0.17,0.08,0.95,771.22,2.0,5.9,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.75,0.25,1.5,0.5,0.75,0.75,0.2,-0.17,0.95,113.66,-2.0,-17.2
0.36,1.5,0.75,1.25,5.25,7.75,4.75,1.25,5.5,2.25,2.5,3.5,2.25,1.5,-0.11,0.08,0.95,724.78,0.5,2.5,1.0,0.0,1.0,0.5,0.5,0.5,0.0,0.75,0.25,0.5,0.25,1.0,0.75,0.2,-0.17,0.95,112.85,-7.3,-8.1
0.38,1.25,0.5,1.0,4.75,7.75,4.75,1.0,5.5,2.0,2.5,3.25,2.25,1.25,-0.11,0.08,0.95,661.95,-0.4,1.5,1.0,0.25,0.75,0.5,0.5,0.5,0.0,0.75,0.25,0.5,0.25,0.0,0.75,0.33,-0.05,1.02,106.83,-6.0,10.2
0.4,1.75,0.25,1.0,4.5,7.75,5.0,0.75,5.5,1.75,2.5,3.25,2.25,1.25,-0.17,0.08,0.95,603.11,-0.5,2.0,1.0,0.0,1.0,0.5,0.5,0.25,0.0,0.75,0.25,1.0,0.25,0.75,0.25,0.33,0.14,0.95,101.2,-8.2,-2.9
0.42,1.25,0.5,0.0,4.5,7.75,5.25,0.75,6.0,1.75,2.75,3.25,2.25,1.25,-0.17,0.08,0.95,564.34,-2.3,-0.9,1.0,0.0,0.75,0.5,0.5,0.25,0.0,0.75,0.25,0.5,0.25,0.75,0.75,0.33,0.2,0.95,96.64,-7.1,-8.4
0.44,1.0,0.5,0.0,3.25,7.75,5.25,0.75,6.25,1.25,3.0,3.25,2.25,1.25,-0.17,0.08,0.95,529.88,-3.7,-3.9,1.0,0.0,1.0,0.5,0.5,0.25,0.0,0.5,0.25,0.75,0.25,0.75,0.75,0.39,0.27,1.08,96.17,-8.4,-7.1
0.46,1.0,0.5,0.0,3.0,7.75,5.75,0.5,6.5,0.5,4.0,3.25,2.25,1.5,-0.17,0.08,0.95,497.95,-5.0,-6.1,1.0,0.0,1.25,0.5,0.5,0.5,0.0,0.0,0.25,0.5,0.25,0.75,1.0,0.39,0.33,0.95,97.79,-10.4,-2.0
0.48,0.75,0.5,0.0,2.75,7.75,6.0,0.5,6.75,0.5,4.25,3.0,2.25,2.25,-0.17,0.08,0.95,481.9,-5.9,-9.3,1.0,0.0,0.75,0.5,0.5,0.25,0.0,0.5,0.25,0.5,0.25,0.75,1.0,0.27,0.39,0.89,97.51,-7.2,-11.4
0.5,0.25,0.5,0.0,2.75,7.75,6.0,0.25,7.0,0.25,4.25,3.0,2.25,2.25,-0.17,0.08,0.95,474.74,-6.7,-10.8,1.0,0.25,1.0,0.5,0.5,0.25,0.0,0.5,0.25,0.5,0.25,0.75,0.75,0.02,0.2,0.64,97.73,-9.5,-0.4
0.52,0.5,0.5,0.0,2.75,7.75,6.0,0.25,7.25,0.25,4.25,3.25,2.25,2.25,-0.17,0.08,0.95,476.93,-6.4,-10.7,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.25,0.75,0.25,0.75,0.75,-0.3,0.14,0.83,96.36,-9.6,-8.7
0.54,0.5,0.5,0.0,2.5,7.5,6.5,0.0,7.5,0.5,4.25,3.25,2.25,2.75,-0.17,0.14,0.95,488.18,-7.0,-12.9,1.0,0.0,1.25,0.5,0.5,0.0,0.0,0.5,0.25,0.75,0.25,0.75,0.75,-0.55,-0.05,0.95,96.37,-10.7,-5.9
0.56,0.0,0.25,0.0,1.25,7.5,7.0,0.0,7.5,0.25,4.5,2.75,2.25,2.25,-0.17,0.14,0.95,485.25,-9.1,-15.1,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.0,0.25,0.75,0.25,0.75,1.0,-0.55,-0.05,0.95,93.04,-9.5,-13.6
0.58,0.0,0.0,0.0,1.0,7.0,6.75,0.0,7.75,0.25,4.5,2.5,1.75,2.25,-0.17,0.14,0.95,470.11,-9.9,-16.4,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.5,0.25,0.75,0.25,0.75,1.0,0.08,-3.3,2.14,93.03,-7.4,-15.6
0.6,0.0,0.5,0.0,1.0,6.5,7.0,0.0,7.75,0.5,4.25,2.5,1.25,2.25,-0.23,0.14,0.95,454.21,-9.8,-13.8,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.75,0.0,0.0,0.25,0.5,1.5,-0.05,-1.17,0.39,92.25,-8.6,-9.2
0.62,0.0,0.25,0.0,1.0,6.5,7.0,0.0,7.75,0.0,4.25,2.5,1.25,2.25,-0.23,0.14,0.95,437.52,-10.3,-14.4,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.0,0.5,0.25,1.0,1.25,0.14,0.02,1.58,94.35,-6.4,-20.6
0.64,0.0,0.25,0.0,0.75,6.5,7.0,0.0,7.75,0.0,4.25,2.0,1.25,2.25,-0.23,0.14,0.95,422.2,-10.8,-14.0,1.75,0.0,1.0,0.5,1.25,1.5,0.0,0.5,0.0,0.75,0.25,1.0,1.5,0.02,0.27,1.08,114.09,-3.8,0.5
0.66,0.0,0.5,0.0,1.0,6.25,7.0,0.0,8.0,0.0,4.5,2.0,1.25,2.25,-0.23,0.14,0.95,417.57,-10.6,-13.8,2.0,0.0,1.25,1.25,1.5,2.0,0.25,0.5,0.25,0.75,0.25,1.5,1.75,0.08,0.14,1.02,148.15,-4.9,2.4
0.68,0.0,0.5,0.0,1.0,6.5,7.5,0.0,8.0,0.0,4.5,2.0,1.25,2.25,-0.23,0.14,0.95,421.22,-10.7,-12.6,2.0,0.0,1.0,1.5,1.25,0.0,0.5,0.75,0.0,0.75,0.25,1.5,1.75,0.14,0.2,1.02,167.19,-9.0,-4.0
0.7,0.0,0.0,0.0,1.0,6.0,7.5,0.0,8.0,0.5,4.5,1.75,1.25,2.25,-0.23,0.14,0.95,419.55,-11.0,-15.4,2.25,0.0,0.5,1.75,1.25,2.75,0.5,0.75,0.25,0.75,0.25,2.0,3.25,0.02,0.14,0.95,198.63,-1.3,-11.4
0.72,0.0,0.25,0.0,0.75,6.0,7.75,0.0,8.0,0.5,4.5,2.0,1.25,2.25,-0.23,0.14,0.95,421.94,-11.0,-15.2,3.0,0.5,1.25,2.0,1.25,2.75,0.75,0.75,0.25,0.75,0.5,2.25,3.5,0.02,0.14,1.02,232.17,-4.7,-3.7
0.74,0.0,0.5,0.0,0.75,5.75,7.75,0.0,8.25,0.25,4.5,1.75,1.25,2.25,-0.23,0.14,0.95,422.75,-11.2,-14.5,2.75,0.25,2.5,2.0,2.25,2.75,1.25,1.5,1.0,2.5,2.5,3.5,4.5,-0.05,0.14,0.95,291.39,-4.1,-19.4
0.76,0.0,0.25,0.0,1.0,5.75,7.75,0.0,8.25,0.0,4.5,2.0,1.25,2.25,-0.23,0.14,0.95,423.73,-11.2,-15.0,2.75,0.25,3.75,1.75,3.5,2.75,1.75,2.25,1.0,5.0,4.0,4.75,5.75,0.14,0.14,0.95,388.52,-3.2,-26.2
0.78,0.0,0.5,0.0,0.5,5.75,7.75,0.0,8.25,0.25,4.5,2.0,1.25,2.25,-0.23,0.14,0.95,425.19,-11.3,-15.5,2.75,0.5,3.75,2.25,3.0,4.0,1.75,3.25,1.25,5.5,5.0,5.25,6.75,0.14,0.02,0.95,522.98,-2.0,-28.8
0.8,0.0,0.5,0.0,0.75,5.25,7.75,0.0,8.25,0.0,4.5,1.75,1.25,2.0,-0.23,0.14,0.95,424.0,-11.5,-14.7,2.5,0.5,3.25,2.25,3.0,4.0,1.75,3.75,1.0,6.0,5.0,5.25,6.75,0.08,0.08,0.95,630.88,-1.0,-31.1
0.82,0.0,0.5,0.0,0.75,5.0,7.75,0.0,8.25,0.0,4.5,1.75,1.25,2.25,-0.23,0.14,0.95,420.21,-11.6,-16.1,2.0,0.5,2.75,2.25,4.75,4.75,1.5,3.75,1.0,6.25,4.75,5.25,7.25,0.14,0.08,0.95,708.85,0.6,-29.7
