time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.5,0.0,0.25,0.0,0.75,0.5,4.5,1.25,5.75,4.75,5.0,6.0,-0.17,0.08,0.95,395.74,-4.8,-73.6,0.0,0.25,1.0,0.75,3.0,0.75,0.5,0.5,0.25,0.25,1.0,0.0,0.25,0.2,0.33,1.14,105.27,-3.8,23.0
0.04,0.0,0.5,0.0,1.25,0.0,1.5,0.5,5.0,1.5,6.0,0.0,5.0,6.0,-0.17,0.08,0.95,435.16,-7.2,-64.4,0.0,0.0,0.75,0.0,2.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.14,0.33,1.33,91.5,-8.2,47.5
0.06,0.0,0.5,0.0,1.25,0.0,1.25,0.5,5.0,0.75,6.25,3.25,5.0,6.0,-0.17,0.08,0.95,473.69,-5.7,-67.1,0.0,0.25,1.0,1.75,1.25,0.5,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.2,0.52,1.45,96.47,-11.3,46.0
0.08,0.5,0.5,0.0,1.75,0.0,0.75,0.75,5.25,1.5,6.5,5.75,5.0,6.0,-0.17,0.08,0.95,506.66,-3.0,-63.8,0.0,0.0,0.5,0.0,2.25,0.0,0.5,0.25,0.0,0.0,1.25,0.0,0.0,0.27,0.58,1.64,81.59,-5.7,15.8
0.1,1.0,0.75,0.5,2.75,1.75,1.5,0.75,5.25,2.25,6.0,6.25,5.0,6.0,-0.11,0.02,0.95,564.49,-1.1,-47.7,0.0,0.5,0.0,1.25,0.25,0.5,0.25,0.25,0.25,0.0,0.75,0.0,0.25,0.45,0.58,1.77,78.11,-5.7,14.1
0.12,1.25,0.75,0.75,3.25,3.25,2.0,0.75,5.75,2.5,5.75,6.0,4.75,5.5,-0.11,0.02,0.95,623.32,-0.8,-38.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.83,2.14,49.02,-12.6,98.9
0.14,0.75,0.75,0.0,3.25,3.25,2.0,0.75,5.75,2.75,5.75,5.75,4.0,5.25,-0.17,0.02,0.95,648.95,-2.0,-39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.33,2.27,26.0,0.0,0.0
0.16,1.0,0.75,1.25,3.75,3.25,2.75,1.0,5.75,2.75,4.75,5.5,3.5,4.0,-0.11,0.08,0.95,637.35,0.0,-28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,1.95,2.14,0.65,0.0,0.0
0.18,0.5,0.75,1.25,5.25,4.75,2.75,1.0,5.5,2.75,4.5,5.5,3.0,3.5,-0.11,0.02,0.95,619.25,0.3,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,-0.36,2.58,1.14,0.0,-22.1,-6.0
0.2,1.25,0.75,0.75,6.5,5.5,2.75,1.0,5.25,2.75,3.0,4.0,2.0,2.75,-0.11,0.08,0.95,593.35,1.3,-7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98,3.2,0.52,0.0,0.0,0.0
