time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.25,5.0,6.25,-0.42,0.33,2.33,261.18,-3.0,-90.6,5.5,1.0,0.0,5.75,5.75,0.0,0.0,1.5,0.5,2.0,0.0,0.0,0.75,0.83,1.27,2.08,523.69,-9.0,42.2
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,1.0,6.25,5.5,5.0,6.25,-0.3,0.33,1.27,354.36,-5.1,-82.5,2.0,0.0,0.0,2.0,3.5,0.0,0.25,1.25,0.0,0.5,0.0,0.0,0.0,0.14,0.52,2.45,299.21,-6.3,44.3
0.06,0.0,0.0,0.0,0.5,0.0,0.5,0.0,4.5,1.0,6.5,5.25,5.0,6.25,-0.11,0.08,1.02,436.4,-5.3,-77.8,0.25,0.0,0.0,1.25,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,-0.11,0.45,2.33,136.78,-5.6,35.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.75,4.75,5.0,6.25,-0.23,0.08,0.95,488.71,-5.9,-81.5,1.25,0.25,0.0,1.5,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.83,0.33,2.33,0.0,-9.5,51.8
0.1,0.0,0.0,0.0,0.5,2.75,0.5,0.0,4.5,1.75,6.75,5.5,5.25,6.25,-0.17,0.08,0.95,534.98,-4.6,-64.9,0.5,0.0,0.5,1.25,2.5,0.25,0.0,1.5,0.5,2.0,0.75,0.0,0.5,0.95,-0.86,1.83,0.0,0.5,-2.2
0.12,0.0,0.0,0.0,0.5,3.0,0.75,0.0,5.25,2.0,6.75,5.75,5.5,6.25,-0.17,0.08,0.95,576.52,-4.6,-63.0,0.75,0.0,0.5,1.25,2.75,0.5,0.0,1.25,0.5,1.75,0.25,0.0,0.0,0.58,-0.98,0.7,0.0,-0.5,14.5
0.14,0.5,0.0,0.0,0.5,2.25,1.0,0.0,5.25,2.0,6.75,6.5,5.5,6.25,-0.17,0.08,0.95,612.22,-3.9,-63.3,0.0,0.0,1.0,1.25,2.75,0.5,0.25,1.25,0.5,2.0,0.0,0.0,0.5,0.58,-0.73,1.33,0.0,0.8,5.1
0.16,0.25,0.0,0.0,0.5,2.25,0.75,0.0,5.25,2.0,6.75,6.25,5.5,6.0,-0.11,0.08,0.95,624.2,-4.1,-64.6,0.0,0.0,0.75,1.25,2.75,0.5,0.25,1.25,0.5,2.25,0.0,0.0,0.75,0.14,-0.48,0.52,6.93,2.4,-0.9
0.18,0.0,0.0,0.0,1.0,1.5,1.25,0.25,5.5,2.0,6.75,6.5,5.25,6.25,-0.17,0.08,0.95,624.43,-4.3,-65.0,0.0,0.0,0.75,1.25,2.5,0.5,0.0,1.5,0.5,2.0,0.0,0.0,0.5,0.2,-0.42,0.52,31.57,2.6,0.9
0.2,1.25,0.0,0.0,1.0,1.5,1.75,0.25,5.5,2.0,6.75,6.5,5.0,6.0,-0.17,0.08,0.95,611.11,-3.4,-58.0,0.0,0.0,0.75,1.0,3.5,0.5,0.0,1.5,0.5,2.0,0.25,0.0,0.25,0.45,-0.36,0.7,63.59,2.5,6.0
