time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,2.0,2.0,3.5,11.0,8.0,4.25,1.5,3.75,1.5,1.25,2.25,1.0,0.75,-0.11,0.08,0.95,614.48,6.5,29.2,0.25,0.5,1.5,0.75,2.5,0.0,0.5,4.25,1.25,8.0,7.25,6.25,7.25,0.08,0.33,1.08,527.9,1.6,-61.2
0.04,2.5,2.0,4.0,11.0,8.0,4.25,1.5,3.25,1.25,1.25,2.0,1.0,1.0,-0.11,0.08,0.95,645.16,7.3,31.2,0.0,0.5,1.25,1.5,2.25,1.0,0.5,5.25,1.0,8.0,6.0,6.0,7.5,0.08,0.08,0.95,643.36,3.2,-58.4
0.06,2.75,1.5,5.0,12.0,8.5,4.5,1.75,2.75,1.0,1.25,1.75,1.0,0.5,-0.11,0.08,0.95,680.82,8.5,35.7,0.25,0.0,1.0,1.75,2.5,3.25,0.5,5.5,1.0,8.25,6.0,6.0,7.5,0.2,0.08,0.95,716.92,4.4,-54.1
0.08,3.25,2.0,5.0,12.0,8.75,4.5,1.75,2.25,0.5,1.25,1.75,1.0,0.5,-0.11,0.08,0.95,708.51,9.0,38.8,0.0,0.5,1.0,2.0,3.5,3.25,0.5,5.5,1.0,8.25,6.75,5.75,7.25,0.14,0.08,0.95,763.61,4.0,-49.5
0.1,3.0,2.25,5.5,13.0,8.75,4.5,2.0,2.25,0.0,1.0,1.5,1.0,0.5,-0.11,0.14,0.95,733.59,9.6,41.6,0.25,0.25,1.0,2.0,4.25,3.5,0.5,6.0,1.25,8.25,6.5,5.75,7.25,0.08,0.08,0.95,798.42,4.1,-47.0
0.12,4.25,3.25,6.5,13.0,8.75,4.5,1.75,2.25,0.0,1.0,1.75,1.0,0.5,-0.17,0.14,1.02,769.43,10.8,44.0,0.25,0.75,1.5,2.0,4.25,3.75,0.5,6.25,1.5,8.25,6.5,5.75,7.25,0.08,0.08,0.95,828.21,3.6,-43.8
0.14,3.75,3.25,6.5,13.5,9.25,4.75,1.75,2.25,2.25,1.0,1.5,1.0,0.25,-0.17,0.14,1.02,819.09,10.5,41.5,0.25,0.75,1.5,2.0,3.75,4.5,0.75,6.25,1.5,8.25,6.25,5.25,7.25,0.08,0.08,0.95,828.48,4.0,-42.8
0.16,3.75,3.5,5.75,14.0,9.25,3.75,0.75,2.0,0.0,1.0,1.5,1.0,0.25,-0.17,0.14,1.08,832.88,10.7,46.1,0.25,0.75,1.25,2.0,4.75,5.25,0.75,6.5,1.5,8.0,6.0,5.25,6.75,0.14,0.08,0.95,821.18,4.4,-38.9
0.18,0.0,3.5,7.0,14.0,9.25,3.5,1.5,2.0,0.0,0.0,0.75,0.0,0.25,-0.17,0.14,1.02,798.44,10.5,50.7,0.25,0.75,1.75,2.75,4.75,5.5,1.0,7.0,1.25,7.75,6.0,5.0,6.25,0.14,0.08,0.95,803.11,3.8,-34.6
0.2,0.0,0.0,5.5,14.5,9.0,3.0,2.75,0.0,0.25,0.75,0.0,1.0,0.25,-0.17,0.2,1.08,712.62,11.0,45.4,0.5,0.75,1.25,3.25,5.5,5.75,1.0,7.0,1.5,7.75,6.0,4.25,6.25,0.14,0.08,0.95,778.71,4.0,-31.1
