time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,5.75,0.25,1.25,4.5,0.0,0.0,0.0,1.25,0.25,0.0,0.0,0.0,0.25,-0.98,1.2,2.83,333.01,22.4,61.0,0.25,0.0,1.25,0.5,1.25,2.0,0.25,6.0,1.0,8.75,7.25,5.5,8.0,0.2,0.08,0.95,733.79,4.5,-64.1
0.04,1.25,0.0,1.25,2.5,0.0,0.0,0.0,1.25,0.25,0.0,0.0,0.0,0.25,-0.48,0.77,2.77,202.93,16.6,37.8,0.25,0.25,1.75,0.75,1.25,2.25,0.25,6.0,1.0,8.5,7.0,5.25,7.75,0.14,0.08,0.95,778.69,3.9,-59.6
0.06,0.0,0.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.55,0.52,2.58,78.25,16.2,41.6,1.0,0.0,2.0,1.0,1.5,2.75,0.25,6.0,1.25,8.5,6.5,5.25,7.5,0.08,0.08,0.95,794.86,3.2,-54.2
0.08,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-1.3,-0.67,2.08,0.0,1.8,-25.2,1.0,0.0,2.25,0.75,1.5,3.25,0.25,6.0,1.25,8.0,6.5,5.0,6.75,0.08,0.08,0.95,785.82,3.1,-51.6
0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23,-0.61,2.2,0.0,27.6,59.4,1.0,0.5,2.25,1.0,1.5,4.25,0.5,6.0,1.5,7.75,6.25,3.75,6.5,0.08,0.08,0.95,762.84,3.3,-44.6
0.12,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,-1.11,-1.48,-0.17,0.0,10.0,5.9,1.25,0.5,3.5,1.5,3.75,4.25,0.75,5.75,1.5,7.0,5.75,2.75,5.75,0.14,0.08,0.95,730.79,1.5,-30.1
0.14,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.8,-0.55,1.2,0.0,5.2,-29.5,2.0,0.0,3.5,2.0,5.25,4.0,1.0,5.5,1.5,7.0,5.25,2.5,5.25,0.14,0.08,0.95,699.85,0.7,-23.6
0.16,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.48,-0.42,0.33,0.0,2.7,-47.5,2.0,0.5,3.75,3.25,5.25,4.5,1.25,5.25,1.5,6.5,4.5,2.25,4.5,0.14,0.08,0.95,667.62,-0.2,-15.1
0.18,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,-0.42,-0.36,0.33,0.0,15.5,27.0,2.5,0.5,3.75,3.75,5.25,5.0,1.25,5.0,1.5,5.75,4.25,1.25,4.0,0.14,0.08,0.95,638.81,-0.8,-7.7
0.2,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.55,-0.3,0.64,0.0,15.4,28.7,3.75,0.5,5.0,4.5,5.25,5.5,1.25,5.0,1.5,4.75,3.5,1.0,3.25,0.14,0.08,0.95,631.28,-3.2,3.5
