time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,1.0,0.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,3.0,0.75,3.75,4.0,0.7,0.52,1.08,135.98,0.1,-68.2,0.5,0.5,1.75,2.0,1.25,1.25,0.75,0.0,0.5,1.25,1.25,0.25,0.25,0.27,-0.36,0.52,81.97,-9.3,17.2
0.04,0.0,0.25,0.5,1.5,0.0,0.0,0.0,0.0,0.0,5.75,4.0,4.25,5.5,0.08,0.52,3.83,220.01,-1.7,-76.1,0.5,0.5,1.75,2.25,1.25,1.25,0.75,0.0,0.5,1.0,1.0,0.25,0.0,0.33,-0.3,0.83,107.5,-10.6,25.4
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,0.52,1.2,185.1,0.0,0.0,0.5,0.5,1.75,1.75,1.25,1.25,0.25,0.0,0.5,1.25,0.75,0.25,0.0,0.27,-0.23,0.89,129.31,-9.1,23.6
0.08,0.0,0.0,0.0,2.5,0.0,0.0,0.25,5.0,0.5,6.25,5.0,5.0,6.0,-0.11,0.14,1.14,274.07,-3.7,-69.5,0.5,0.5,1.75,2.0,1.5,1.25,0.5,0.0,0.5,0.75,0.75,0.25,0.0,0.2,0.02,0.95,149.01,-10.4,30.2
0.1,0.25,0.75,0.0,2.5,0.0,0.0,0.0,5.0,0.5,6.25,3.25,5.0,6.0,-0.17,0.08,0.95,330.01,-4.0,-63.9,0.5,0.5,1.75,2.0,1.0,1.0,0.5,0.0,0.5,1.5,1.0,0.75,0.25,0.14,0.14,1.2,160.5,-9.4,10.1
0.12,0.25,0.0,0.0,2.0,0.0,1.25,0.25,5.0,0.5,6.5,0.0,5.0,6.0,-0.17,0.08,0.95,400.12,-7.4,-65.0,0.5,0.0,1.75,0.75,1.25,1.25,0.5,0.0,0.5,1.25,1.0,0.25,0.25,0.14,0.27,1.27,156.94,-7.6,9.1
0.14,0.0,0.0,0.0,0.0,0.0,1.25,0.5,5.25,0.75,6.5,0.0,5.0,6.0,-0.17,0.08,0.95,422.21,-9.6,-75.8,0.5,0.25,1.75,2.0,1.0,1.25,0.5,0.0,0.5,1.25,0.75,0.25,0.25,0.14,0.39,1.45,156.11,-9.2,18.4
0.16,0.0,0.5,0.0,1.25,0.0,1.25,0.75,5.25,1.5,6.25,0.0,5.0,6.0,-0.17,0.08,0.95,448.32,-7.0,-64.7,0.5,0.5,1.75,2.0,1.0,1.25,0.5,0.0,0.5,0.75,0.75,0.25,0.25,0.2,0.52,1.52,152.96,-10.6,25.2
0.18,1.25,0.75,0.75,2.5,0.0,1.25,0.75,5.25,1.5,6.0,3.25,5.0,6.0,-0.11,0.02,0.95,473.14,-1.7,-51.2,0.5,0.5,1.75,1.75,1.0,1.0,0.75,0.0,0.5,1.0,1.25,0.25,0.25,0.33,0.58,1.7,150.05,-10.8,17.0
0.2,1.25,0.5,0.0,1.25,0.75,1.25,0.75,5.5,1.5,5.75,6.25,4.25,5.5,-0.11,0.02,0.95,500.57,-2.5,-56.0,0.5,0.5,1.75,1.5,1.25,1.25,0.5,0.0,0.25,1.0,0.5,0.25,0.25,0.52,0.64,1.83,148.05,-9.0,25.8
0.22,0.0,0.75,0.0,3.0,1.5,1.25,0.75,5.75,1.5,5.75,5.75,4.0,5.25,-0.17,0.02,0.95,535.54,-2.9,-50.2,0.5,0.5,1.75,1.25,1.25,1.25,0.5,0.0,0.5,1.25,1.0,0.25,0.25,0.58,0.95,2.08,149.62,-8.4,16.1
0.24,0.0,1.0,0.0,3.75,2.75,2.25,0.25,5.5,2.5,5.75,5.75,3.5,4.5,-0.17,0.02,0.95,552.04,-2.6,-39.1,0.5,0.5,1.75,1.25,1.25,1.25,0.5,0.0,0.5,1.25,1.0,0.25,0.25,0.39,1.45,2.39,150.64,-8.4,16.1
