time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.25,1.25,5.0,8.75,7.75,4.0,1.0,6.5,4.0,3.75,3.75,1.75,1.25,-0.17,0.08,0.95,778.46,3.9,6.4,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,3.25,1.5,2.0,3.25,0.08,0.08,1.39,149.4,4.0,-80.5
0.04,1.0,1.75,5.75,9.5,8.25,4.0,1.0,6.5,3.5,3.75,3.0,1.75,1.25,-0.17,0.08,0.95,791.19,4.8,12.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.5,2.0,2.75,3.25,0.08,0.08,1.08,183.91,2.9,-85.2
0.06,2.0,2.75,6.0,11.0,8.5,4.25,1.0,6.0,2.75,3.5,2.75,1.75,1.0,-0.17,0.08,0.95,819.79,6.1,19.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,4.75,2.75,3.25,4.25,-0.05,0.08,0.89,224.06,3.8,-85.6
0.08,2.75,2.75,7.0,11.0,9.0,4.5,0.75,5.75,2.0,2.75,2.25,1.0,0.5,-0.17,0.08,1.02,846.62,7.3,28.3,0.25,0.0,0.0,0.0,0.25,0.0,0.0,1.25,0.5,6.5,3.75,4.5,5.5,0.02,0.08,0.95,278.2,4.8,-84.6
0.1,4.5,4.0,7.25,12.0,9.25,4.25,0.5,5.0,1.5,2.25,1.75,0.75,0.25,-0.17,0.14,1.02,883.1,9.1,37.6,0.0,0.0,0.5,0.0,0.25,0.0,0.5,2.5,0.5,7.75,5.75,5.5,6.5,-0.11,0.2,1.08,358.02,3.8,-81.4
0.12,5.25,4.0,7.5,12.0,0.0,4.0,0.25,4.5,1.25,2.0,1.5,0.75,0.25,-0.17,0.14,1.08,822.56,13.3,37.4,0.75,0.0,0.75,0.0,1.25,0.0,0.0,4.0,1.5,8.25,7.25,6.0,7.0,0.08,0.14,1.02,473.65,2.6,-71.1
0.14,6.0,4.5,8.0,12.0,0.0,3.25,0.0,3.75,1.0,2.0,1.5,0.75,0.25,-0.17,0.2,1.14,761.09,15.0,41.2,0.75,0.0,1.75,0.0,1.25,0.0,1.0,5.25,2.0,8.75,8.25,6.75,7.75,0.02,0.08,1.02,611.21,1.4,-67.0
0.16,6.25,5.0,8.25,12.0,0.0,2.75,0.0,3.25,1.25,2.0,1.25,0.75,0.25,-0.23,0.2,1.2,697.64,16.0,43.5,0.75,0.0,2.0,0.5,1.5,0.5,1.25,5.5,2.5,9.25,9.0,6.75,8.25,0.02,0.08,0.95,739.45,1.1,-63.2
0.18,6.25,5.25,8.0,12.0,0.0,0.0,0.0,3.0,0.75,1.75,1.5,0.75,0.25,-0.23,0.2,1.14,646.16,18.8,46.0,0.75,0.25,2.25,1.0,2.5,1.25,1.5,6.25,3.0,9.25,9.25,6.75,8.25,0.02,0.08,0.95,851.6,1.0,-55.8
0.2,7.0,5.25,8.25,12.0,0.0,0.0,0.0,3.0,1.0,1.75,1.5,0.75,0.25,-0.23,0.27,1.14,618.2,19.2,46.4,1.0,0.25,2.5,1.25,2.75,1.25,1.75,7.0,3.25,8.75,9.25,6.75,8.25,0.08,0.08,0.95,929.3,0.5,-52.8
0.22,7.0,5.25,8.0,12.0,0.0,0.0,0.0,2.75,0.75,1.75,1.25,0.75,0.25,-0.3,0.33,1.2,598.9,19.4,48.1,1.0,0.25,4.0,1.25,3.5,2.0,2.25,7.0,3.5,9.0,9.0,6.75,8.0,0.08,0.08,0.95,988.47,-0.3,-46.3
0.24,6.75,4.75,8.0,11.0,0.0,0.0,0.0,2.0,0.75,1.75,1.25,0.25,0.25,-0.36,0.39,1.33,570.58,20.3,50.7,1.25,0.25,4.75,1.25,3.5,2.25,2.25,7.0,3.5,8.75,8.75,6.25,7.75,0.08,0.08,0.95,1014.71,-0.9,-42.8
0.26,5.25,3.25,7.0,8.75,0.0,0.0,0.0,1.5,0.75,1.0,0.75,0.0,0.0,-0.42,0.52,1.33,489.69,21.8,54.7,2.0,0.5,5.5,1.25,2.5,2.25,2.5,7.0,3.25,7.75,8.25,5.75,7.0,0.08,0.08,0.95,998.63,-2.3,-38.3
0.28,0.25,1.0,6.0,7.25,0.0,0.0,0.0,0.0,0.75,0.75,0.5,0.0,0.0,-0.42,0.77,2.02,360.72,22.9,48.1,2.0,0.5,6.5,1.75,3.75,2.0,2.5,7.0,3.0,7.75,7.75,5.5,6.5,0.08,0.08,0.95,966.62,-3.1,-32.2
0.3,0.0,0.75,5.0,5.75,0.0,0.0,0.0,0.0,0.75,1.75,0.5,0.0,0.0,-0.55,1.27,2.2,263.01,19.9,36.3,2.0,0.5,7.0,2.5,3.75,2.0,2.5,6.25,3.0,7.0,7.25,4.5,5.5,0.08,0.08,0.95,902.95,-4.4,-25.9
0.32,0.0,0.0,2.75,3.25,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,-0.3,0.89,2.2,157.74,23.7,43.4,2.0,0.5,7.5,2.75,3.75,2.0,2.75,6.0,2.5,6.25,6.5,3.75,4.75,0.08,0.08,0.95,830.68,-5.3,-20.2
0.34,0.0,0.0,0.25,2.5,0.0,0.0,0.0,1.25,0.0,1.75,0.0,0.75,0.0,-0.42,0.45,2.02,73.92,1.9,-14.3,2.0,0.5,8.25,3.25,3.5,1.75,2.75,5.25,2.25,5.75,5.25,3.0,4.0,0.08,0.14,0.95,750.7,-6.8,-13.4
0.36,0.0,0.0,0.5,2.25,0.0,0.0,0.0,1.25,0.25,0.25,0.5,0.0,0.25,-0.67,0.08,1.58,15.37,7.4,4.8,2.75,0.5,8.5,4.0,3.5,2.0,2.75,4.5,1.75,4.5,4.0,2.25,3.25,0.08,0.14,0.95,677.39,-8.7,-2.0
0.38,0.0,0.0,0.5,2.0,0.0,0.0,0.0,1.25,0.75,0.5,0.5,0.75,0.25,-1.23,-0.8,3.7,0.0,6.7,-16.5,3.75,1.0,9.25,4.25,3.75,2.0,3.0,4.0,1.75,3.5,3.75,1.75,2.25,0.08,0.14,0.95,625.75,-11.3,9.6
