time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3.33,3.39,39.58,24.1,58.9,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.2,2.89,0.0,-24.1,58.9
0.04,0.0,0.0,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,5.77,3.08,40.19,28.6,59.5,0.0,0.0,0.75,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.48,2.89,0.0,-22.0,58.6
0.06,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,7.7,1.2,43.04,31.1,59.9,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,-0.86,2.95,0.0,-17.2,57.9
0.08,0.0,0.0,3.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,7.2,-0.61,53.94,37.2,55.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,-0.98,3.02,0.0,-17.2,57.9
0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,6.45,-0.73,44.83,38.2,60.9,0.0,0.0,0.75,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,-1.61,2.45,0.0,-21.6,58.5
0.12,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,2.25,7.75,4.0,6.25,6.0,1.7,5.02,3.02,180.31,-1.3,-81.6,0.0,0.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,-1.61,1.45,0.0,-22.8,58.7
0.14,0.0,0.0,0.0,2.75,0.0,2.0,0.25,6.25,5.25,7.75,8.0,5.5,6.75,-0.8,0.95,4.33,349.42,-2.6,-62.0,0.0,0.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-1.67,1.27,24.47,-22.8,58.7
0.16,1.0,1.5,4.5,8.25,1.25,4.25,1.0,7.0,6.25,7.25,7.75,5.0,5.0,-0.17,0.14,1.02,628.01,3.2,-24.7,0.0,0.0,0.75,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,-0.92,1.39,46.58,-22.0,58.6
0.18,5.0,4.5,7.5,11.0,6.75,5.5,2.25,7.0,6.5,7.0,7.0,4.25,4.0,-0.3,0.02,1.2,1020.7,6.5,2.6,0.0,0.0,0.75,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.11,1.64,57.01,-21.6,58.5
0.2,6.75,5.5,9.0,13.0,8.25,6.0,2.75,7.0,6.25,5.25,6.75,3.0,2.5,-0.05,-0.05,1.08,1372.45,8.5,15.4,0.0,0.0,0.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.39,2.02,58.35,-22.4,58.6
0.22,7.75,6.5,9.75,14.5,8.75,6.0,2.5,6.5,5.25,3.25,4.25,1.75,1.25,-0.05,0.08,1.08,1547.64,10.2,29.2,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.64,2.39,53.22,-17.2,57.9
0.24,8.25,7.25,10.5,14.5,9.0,5.25,1.75,4.75,1.75,1.75,1.25,1.0,0.25,-0.17,0.08,1.33,1580.64,12.4,46.5,0.0,0.0,0.75,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.95,2.52,55.18,-22.0,58.6
0.26,8.75,7.0,10.5,14.0,8.75,2.75,0.25,1.5,0.75,0.75,0.25,0.75,0.0,-0.17,0.14,2.39,1504.52,16.2,59.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.14,2.83,48.84,-17.2,57.9
0.28,8.75,6.25,9.75,12.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.75,0.0,-0.42,-0.05,2.33,1268.76,25.1,67.7,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,1.83,3.33,45.02,-22.4,58.6
0.3,7.75,5.5,9.25,9.75,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,-0.42,-0.17,1.89,955.67,25.9,71.9,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,2.95,3.45,44.23,-21.3,58.5
0.32,5.75,0.0,7.5,6.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,0.0,-0.36,0.2,2.02,626.04,29.0,62.6,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,5.08,3.2,43.01,-21.3,58.5
0.34,1.5,0.0,4.75,3.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,-0.36,1.33,2.77,354.73,28.5,59.2,0.0,0.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,7.2,0.95,42.93,-22.8,58.7
0.36,0.0,0.0,3.75,3.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.36,0.64,1.64,174.38,26.6,55.1,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42,6.39,-0.73,47.76,-20.6,58.4
0.38,0.0,0.0,1.75,2.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.3,0.08,1.08,21.64,23.2,52.2,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,1.75,0.25,-4.92,7.89,1.08,77.44,3.9,-58.0
0.4,0.0,0.0,2.5,2.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.02,0.95,2.58,0.0,24.5,46.6,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.5,1.25,10.5,8.0,7.5,8.5,-0.86,3.52,7.95,256.63,1.8,-77.3
0.42,0.0,0.0,2.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.95,2.33,0.0,27.1,59.3,0.0,0.0,1.0,5.0,0.0,2.0,0.75,6.5,3.25,9.5,10.0,5.5,8.0,-0.17,0.45,1.39,472.23,1.5,-56.5
