time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.5,0.0,2.0,0.0,1.0,1.0,6.25,3.25,7.5,7.0,5.5,6.0,-0.17,0.02,0.95,528.18,-2.7,-63.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.08,-0.23,0.64,0.0,0.3,4.7
0.04,0.0,0.5,0.0,2.5,0.0,1.0,1.0,6.5,3.5,7.5,7.25,5.5,6.0,-0.17,0.02,0.95,621.63,-2.4,-61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.08,-0.05,0.52,0.0,2.3,-38.7
0.06,0.0,1.5,0.0,2.5,0.0,1.0,1.25,6.5,3.5,7.5,7.25,5.5,6.0,-0.17,0.02,0.95,688.82,-1.9,-57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.64,0.0,7.2,-26.0
0.08,0.0,1.5,0.0,2.25,0.0,1.0,1.25,6.5,3.5,7.5,7.25,5.25,6.0,-0.17,0.02,0.95,716.97,-2.1,-57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.89,0.0,16.7,-38.7
0.1,0.0,1.5,0.5,2.5,0.0,1.75,1.0,6.75,4.0,6.75,7.0,4.75,6.0,-0.17,0.02,0.95,724.81,-1.8,-53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.02,0.08,1.02,0.0,-12.2,0.2
0.12,0.0,1.5,1.25,2.75,0.0,1.75,1.25,6.75,4.0,6.75,6.75,4.5,5.5,-0.17,0.02,0.95,713.67,-0.9,-48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.08,0.14,1.14,0.0,16.7,-38.7
0.14,0.0,1.5,2.0,2.75,0.0,1.75,1.25,6.5,4.0,6.25,6.5,4.0,5.25,-0.17,0.02,0.95,688.83,0.0,-45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.08,0.27,1.33,0.0,7.2,-26.0
0.16,0.0,1.5,2.0,1.75,4.75,2.0,1.25,6.5,4.0,6.0,6.0,3.75,4.25,-0.17,0.02,0.95,670.85,-0.7,-32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.14,0.45,1.58,0.0,16.7,-38.7
0.18,0.0,1.5,2.25,3.0,0.0,2.0,1.25,6.5,3.75,6.0,5.75,3.0,4.0,-0.17,0.02,0.95,620.5,0.2,-38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.14,0.58,1.83,7.08,2.3,-38.7
0.2,0.0,1.5,2.25,3.25,5.25,2.0,1.5,6.25,3.5,5.0,5.0,3.0,3.0,-0.17,0.02,0.95,589.06,0.5,-21.2,1.25,0.25,0.0,0.5,0.25,0.0,0.75,1.25,0.25,0.25,0.5,0.0,0.0,0.2,0.83,2.08,32.07,-9.7,16.9
0.22,0.0,1.5,2.75,4.0,5.25,2.25,1.5,6.25,3.5,4.75,4.75,2.5,3.0,-0.17,0.02,0.95,568.04,1.1,-16.8,1.25,0.25,0.0,0.5,1.0,0.0,0.5,1.0,0.25,0.0,0.5,0.25,0.0,0.2,1.14,2.2,57.95,-9.5,23.7
0.24,0.25,1.5,3.75,4.75,5.75,2.25,1.5,6.0,3.5,4.75,4.25,2.0,2.75,-0.17,0.02,0.95,573.58,2.4,-9.6,0.75,0.25,0.0,0.0,0.0,0.0,0.75,1.25,0.25,0.5,0.5,0.0,0.0,0.02,1.64,2.2,71.76,-4.9,-7.4
0.26,0.5,1.5,3.5,5.5,7.0,2.25,1.5,6.0,3.5,4.5,3.5,2.0,2.25,-0.17,0.02,0.95,585.72,2.5,-3.5,1.25,0.25,0.0,0.5,0.0,0.0,1.25,2.0,0.25,0.0,0.5,0.25,0.0,-0.3,2.39,1.39,85.49,-8.9,6.4
0.28,1.0,2.5,5.25,6.75,7.25,2.75,1.5,6.0,3.25,3.5,3.75,1.75,1.5,-0.17,0.02,0.95,631.24,5.2,8.1,1.25,0.0,0.25,0.5,0.5,0.0,0.5,1.75,0.0,0.0,0.5,0.25,0.0,-0.61,3.27,0.89,91.67,-8.3,12.6
0.3,2.0,3.0,5.5,6.75,7.75,2.75,1.5,5.75,3.25,3.5,3.25,1.75,1.5,-0.17,0.02,0.95,680.96,5.9,12.7,0.5,0.0,0.0,0.5,0.5,0.0,0.75,0.75,0.25,0.0,0.5,0.25,0.0,-1.17,4.77,-0.42,86.72,-9.0,3.9
0.32,2.5,3.0,6.5,8.0,7.75,3.0,1.5,5.5,3.0,3.25,3.0,1.75,1.5,-0.17,0.02,0.95,739.43,7.2,17.1,0.0,0.0,0.75,0.0,1.25,0.0,0.5,0.75,0.0,0.0,0.5,0.0,0.0,-2.23,4.45,-0.11,80.45,-6.8,17.7
0.34,3.75,3.5,7.25,9.25,8.5,3.0,1.5,5.5,2.5,3.0,2.5,1.25,1.5,-0.17,0.08,0.95,807.43,8.4,24.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,-0.3,-0.73,0.39,60.62,3.6,-5.5
0.36,5.25,4.5,7.5,9.25,8.75,3.0,1.5,5.0,1.75,2.5,1.75,0.75,1.0,-0.17,0.08,0.95,863.22,9.8,34.8,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,3.25,0.5,2.25,0.25,0.77,-0.42,0.27,77.47,3.7,-80.1
0.38,6.25,4.5,8.0,10.5,9.0,3.0,1.5,4.75,1.75,1.75,1.75,0.75,0.5,-0.17,0.08,1.02,915.91,11.3,39.9,1.25,0.0,0.0,0.5,1.5,0.0,0.25,0.5,0.25,4.5,3.75,4.25,4.0,0.02,0.27,1.27,162.45,0.3,-63.5
