time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.5,1.0,2.25,0.0,1.5,0.75,6.75,4.75,7.25,7.5,5.25,6.0,-0.17,0.02,0.95,752.05,-1.4,-57.6,0.5,0.0,0.25,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.5,0.0,0.0,0.14,0.39,1.45,60.8,-13.7,-3.4
0.04,0.0,0.5,1.75,2.5,0.0,1.5,0.75,6.75,4.5,6.75,7.25,4.75,5.5,-0.17,0.02,0.95,756.15,-0.5,-53.3,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.5,0.0,0.0,0.2,0.7,1.7,52.07,-15.7,1.7
0.06,0.0,0.5,1.75,2.75,0.0,1.75,1.0,6.75,4.25,6.75,7.0,4.25,5.25,-0.17,0.02,0.95,745.66,-0.6,-50.8,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.75,0.5,0.0,0.5,0.25,0.0,0.27,1.02,1.89,46.75,-16.1,2.2
0.08,0.0,0.5,1.75,2.75,0.0,2.25,0.75,6.5,4.25,6.0,6.25,4.0,4.25,-0.17,0.02,0.95,705.14,-0.6,-47.2,1.0,0.0,0.75,0.0,0.25,0.0,1.0,0.75,0.5,0.0,0.5,0.25,0.0,0.2,1.27,2.45,53.52,-17.4,12.3
0.1,0.0,0.5,1.75,2.75,0.0,2.5,0.75,6.5,4.0,6.0,5.75,3.0,4.0,-0.17,0.02,0.95,648.64,-1.1,-44.2,1.25,0.0,0.75,0.0,0.25,0.0,1.0,0.75,0.25,0.0,0.5,0.5,0.25,-0.05,1.64,2.39,61.12,-16.4,6.4
0.12,0.0,0.5,1.75,3.0,0.0,2.75,0.75,6.5,3.5,5.0,5.25,3.0,2.75,-0.17,0.02,0.95,584.89,-0.6,-39.2,1.25,0.0,0.75,0.0,0.0,0.0,0.5,0.75,0.25,0.0,0.25,0.25,0.5,-0.42,2.45,2.14,66.1,-15.8,6.5
0.14,0.0,0.5,1.75,4.0,0.25,2.75,0.75,6.0,3.25,4.75,4.5,2.0,2.75,-0.17,0.02,0.95,502.0,-0.3,-32.1,1.25,0.0,0.75,0.0,1.0,0.0,0.5,0.75,0.5,0.0,0.25,0.25,0.5,-0.73,3.77,0.39,76.73,-11.7,14.2
0.16,0.0,0.75,1.75,4.5,0.25,2.75,0.5,6.0,3.25,4.5,3.75,2.0,1.75,-0.17,0.02,0.95,418.75,0.2,-25.8,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.75,0.5,0.0,0.5,0.25,0.25,-0.98,5.08,-0.11,71.27,-9.7,-6.3
0.18,0.0,1.25,1.75,4.5,1.5,3.0,0.5,6.0,2.75,3.25,3.0,1.5,1.5,-0.17,0.02,0.95,381.71,0.2,-14.0,1.25,0.25,0.5,0.0,0.0,0.0,0.5,0.75,0.5,0.75,0.5,0.0,0.5,-2.36,5.08,-0.17,76.97,-9.9,-3.8
0.2,0.0,1.75,2.0,5.5,3.25,3.5,0.5,5.75,2.75,3.25,2.75,1.75,1.5,-0.17,0.02,0.95,384.94,0.8,-5.1,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.75,0.5,1.0,1.5,1.75,1.5,-0.36,-0.05,1.33,95.77,-3.1,-67.6
0.22,0.0,1.75,3.25,6.5,4.75,4.0,0.5,5.75,2.0,3.25,2.25,1.5,1.25,-0.17,0.08,0.95,414.08,1.7,5.1,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,1.5,2.75,3.25,3.75,-0.11,0.08,0.89,148.87,-2.0,-68.5
0.24,0.25,2.0,3.25,6.75,5.75,4.25,0.5,5.5,1.75,2.75,1.75,1.0,0.5,-0.17,0.08,0.95,451.5,2.2,15.1,1.0,0.0,0.5,0.0,1.25,0.0,0.25,0.75,0.5,5.25,3.75,4.5,5.0,0.14,0.27,1.64,230.12,1.2,-69.0
0.26,1.0,3.0,4.25,8.0,7.0,4.75,0.5,5.25,1.75,2.0,1.5,0.75,0.25,-0.17,0.08,0.95,512.5,4.4,26.8,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.75,6.25,5.25,4.5,5.0,0.02,0.45,1.7,296.27,1.9,-79.4
0.28,1.0,3.25,5.25,9.0,7.75,5.0,0.5,5.0,1.5,1.75,1.5,0.75,0.25,-0.17,0.08,1.02,581.19,5.4,30.7,0.0,0.0,1.5,0.0,1.75,0.0,0.0,2.75,1.5,7.75,6.5,5.5,5.75,0.14,0.14,1.08,396.72,1.8,-68.3
0.3,2.0,4.5,5.25,9.25,8.0,5.0,0.25,4.5,1.25,1.5,1.25,0.75,0.25,-0.17,0.14,1.02,651.12,6.5,36.6,1.25,0.0,1.75,0.25,1.75,0.5,0.0,5.0,1.5,8.5,7.75,5.75,6.5,0.14,0.14,0.95,523.42,1.5,-60.5
0.32,3.5,4.75,6.0,10.5,8.5,5.25,0.25,4.5,0.75,1.5,1.25,1.0,0.25,-0.17,0.14,1.02,735.4,7.8,39.8,1.25,0.25,2.25,0.5,3.0,1.25,1.0,6.0,2.5,8.75,8.25,5.75,7.0,0.14,0.14,1.02,666.86,1.0,-51.7
