time,left pressure 0[N/cm²],left pressure 1[N/cm²],left pressure 2[N/cm²],left pressure 3[N/cm²],left pressure 4[N/cm²],left pressure 5[N/cm²],left pressure 6[N/cm²],left pressure 7[N/cm²],left pressure 8[N/cm²],left pressure 9[N/cm²],left pressure 10[N/cm²],left pressure 11[N/cm²],left pressure 12[N/cm²],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm²],right pressure 1[N/cm²],right pressure 2[N/cm²],right pressure 3[N/cm²],right pressure 4[N/cm²],right pressure 5[N/cm²],right pressure 6[N/cm²],right pressure 7[N/cm²],right pressure 8[N/cm²],right pressure 9[N/cm²],right pressure 10[N/cm²],right pressure 11[N/cm²],right pressure 12[N/cm²],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.0,0.5,1.5,2.5,0.0,1.0,0.75,6.5,4.0,7.5,7.5,5.25,6.0,-0.17,0.02,0.95,718.2,-0.8,-57.1,0.25,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,0.0,0.25,0.0,0.0,0.14,0.2,1.08,11.51,-4.1,-16.2
0.04,0.0,0.5,1.75,2.5,0.0,1.5,1.0,6.5,4.25,7.0,7.25,4.75,5.75,-0.17,0.02,0.95,747.33,-0.6,-53.7,0.75,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.25,0.0,0.5,0.0,0.0,0.14,0.33,1.33,19.52,-9.5,3.8
0.06,0.0,0.5,1.75,2.75,0.0,1.75,1.0,6.75,4.25,6.75,7.0,4.75,5.25,-0.17,0.02,0.95,749.26,-0.5,-51.5,1.25,0.25,0.25,0.0,0.25,0.0,0.5,1.25,0.25,0.0,0.5,0.25,0.5,0.14,0.45,1.64,41.52,-8.7,-0.1
0.08,0.0,0.5,1.75,2.75,0.0,2.0,1.0,6.75,4.25,6.75,7.0,4.25,5.25,-0.17,0.02,0.95,726.41,-0.8,-50.3,1.25,0.25,0.25,0.0,1.0,0.0,0.5,1.0,0.25,0.0,0.25,0.25,0.5,0.2,0.7,1.7,58.31,-7.8,13.7
0.1,0.0,0.25,1.75,3.0,0.0,2.25,1.0,6.5,4.0,6.0,6.25,4.0,4.5,-0.17,0.02,0.95,678.17,-0.6,-47.7,1.0,0.25,0.25,0.0,1.25,0.0,0.75,1.0,0.25,0.0,0.5,0.25,0.5,0.33,1.08,2.02,75.76,-6.8,8.9
0.12,0.0,0.5,1.75,3.25,0.0,2.75,1.0,6.5,4.0,6.25,6.0,3.0,4.0,-0.17,0.02,0.95,629.56,-0.9,-42.5,1.25,0.25,0.5,0.0,1.25,0.0,0.5,1.0,0.25,0.0,0.5,0.25,0.5,0.33,1.33,2.14,88.31,-8.7,14.1
0.14,0.0,0.5,1.75,4.0,0.0,2.75,1.0,6.5,3.5,5.75,5.5,3.0,2.75,-0.17,0.02,0.95,565.88,-0.2,-37.2,1.25,0.0,0.5,0.0,1.5,0.0,0.5,1.0,0.25,0.0,0.5,0.25,0.5,0.08,1.95,2.2,100.45,-7.9,12.4
0.16,0.0,0.5,1.75,4.5,0.0,2.75,1.0,6.25,3.5,5.0,5.0,2.25,2.75,-0.17,0.02,0.95,507.4,0.1,-32.8,1.25,0.25,0.5,0.0,1.5,0.0,0.5,1.0,0.25,0.0,0.5,0.25,0.5,-0.3,2.77,1.52,108.1,-8.1,15.9
0.18,0.0,0.5,1.75,4.5,0.0,3.0,0.75,6.0,3.25,5.0,4.0,2.0,2.25,-0.17,0.02,0.95,450.58,-0.2,-29.4,1.0,0.0,0.5,0.0,1.5,0.0,0.5,1.0,0.25,0.0,0.5,0.25,0.5,-0.61,3.7,0.58,107.9,-6.9,9.0
0.2,0.0,0.5,1.75,4.75,3.75,3.0,0.75,6.0,3.0,4.25,3.25,1.75,1.5,-0.17,0.02,0.95,424.06,-0.2,-13.8,1.0,0.0,0.25,0.0,1.25,0.0,0.25,1.0,0.25,0.0,0.5,0.25,0.75,-0.8,4.77,-0.42,104.2,-4.4,-1.6
0.22,0.0,1.25,1.75,5.5,5.0,3.25,0.75,6.0,2.75,3.5,3.25,1.75,1.5,-0.17,0.02,0.95,425.29,0.3,-5.5,1.25,0.0,0.0,0.0,1.0,0.0,0.25,0.5,0.25,0.0,0.5,0.0,0.5,-1.55,4.14,0.7,93.14,-8.0,13.7
0.24,0.0,1.75,2.5,6.5,5.25,3.5,0.75,6.0,2.5,3.5,2.75,1.75,1.5,-0.17,0.02,0.95,454.86,1.3,0.6,0.5,0.25,0.0,0.0,0.0,0.0,0.5,1.0,0.25,1.0,1.0,0.25,0.5,0.08,-0.42,0.58,86.2,-0.7,-41.0
0.26,0.0,1.5,3.25,6.75,5.75,4.0,0.75,5.75,2.25,3.5,2.5,1.25,1.0,-0.17,0.02,0.95,489.34,1.8,6.5,0.75,0.0,0.0,0.0,1.25,0.0,0.25,1.0,0.0,1.25,1.5,1.75,2.25,0.02,0.02,0.45,107.42,1.3,-53.7
0.28,0.25,1.75,3.25,8.0,6.5,4.25,0.75,5.75,1.75,2.25,1.75,0.75,1.0,-0.17,0.08,0.95,521.19,2.5,16.9,1.25,0.0,0.0,0.0,1.25,0.5,1.0,1.0,0.25,5.5,3.25,4.5,5.0,-0.42,0.08,0.77,194.74,2.4,-66.6
0.3,0.75,2.25,3.75,8.0,7.5,4.5,0.75,5.25,1.5,2.5,1.75,0.75,0.5,-0.17,0.08,0.95,555.08,3.4,22.6,1.25,0.0,0.25,0.25,2.25,0.75,0.75,2.75,0.5,8.0,5.75,6.0,6.5,-0.11,0.39,1.89,312.16,2.9,-63.8
0.32,0.75,3.25,4.25,9.0,8.0,5.25,0.5,5.25,1.5,2.25,1.75,0.75,0.25,-0.17,0.08,0.95,604.84,4.0,27.6,0.5,0.0,0.0,0.0,1.75,0.25,0.25,5.25,0.25,8.25,7.75,6.0,8.0,0.27,0.39,1.77,463.0,4.8,-73.0
0.34,2.0,3.25,5.0,9.25,8.25,5.25,0.5,4.75,1.25,1.75,1.5,0.75,0.25,-0.17,0.08,0.95,658.83,5.7,33.1,0.25,0.0,0.0,0.0,3.5,2.0,0.0,6.0,0.75,9.25,8.25,6.0,8.0,0.08,0.08,1.02,627.13,5.8,-63.5
0.36,1.0,4.5,5.25,10.5,8.25,5.25,0.5,4.5,0.75,1.75,1.5,0.75,0.25,-0.23,0.14,1.02,710.53,5.9,35.7,1.5,0.0,0.5,0.0,3.5,2.5,1.0,7.25,1.75,9.5,8.5,6.0,8.0,0.14,0.14,0.95,769.41,4.1,-55.6
0.38,3.5,4.5,6.0,10.5,0.0,5.25,0.0,3.75,0.75,1.75,1.25,0.75,0.25,-0.23,0.14,1.02,693.04,10.9,37.7,1.25,0.25,0.5,1.25,1.0,2.5,0.75,7.75,2.25,9.75,9.0,6.0,8.0,0.2,0.08,0.95,866.92,3.6,-59.1
0.4,5.0,5.0,6.0,10.5,0.0,5.0,0.0,3.0,0.75,1.75,1.5,0.75,0.25,-0.23,0.14,1.14,672.13,12.5,41.4,1.25,0.25,1.75,1.25,3.75,3.75,1.0,8.25,3.0,9.75,9.0,6.0,8.0,0.2,0.08,0.95,963.01,2.9,-47.5
0.42,6.0,5.5,0.0,10.5,0.0,4.25,0.0,3.0,0.75,1.75,1.0,1.0,0.25,-0.3,0.2,1.14,601.83,9.1,41.0,1.25,0.25,1.75,1.25,3.75,4.75,1.0,8.5,3.0,9.5,9.0,6.0,7.75,0.2,0.08,0.95,1030.03,3.2,-45.7
0.44,5.5,5.75,0.0,11.0,0.0,3.25,0.0,2.25,0.75,1.5,0.75,0.5,0.25,-0.3,0.2,1.2,535.71,10.7,47.2,1.5,0.75,2.25,1.25,5.25,4.75,1.25,8.5,3.0,9.0,8.75,5.5,7.5,0.2,0.08,0.95,1073.28,2.4,-38.7
0.46,6.25,5.75,7.0,10.5,0.0,0.0,0.0,1.75,0.75,1.5,0.5,0.75,0.25,-0.36,0.27,1.27,506.41,19.9,52.9,1.5,1.0,2.25,2.25,5.75,5.0,1.25,8.25,3.0,8.5,8.25,4.5,6.5,0.2,0.08,0.95,1063.16,2.0,-32.0
0.48,6.0,5.75,7.0,10.5,0.0,0.0,0.0,1.25,0.75,1.5,0.75,0.75,0.25,-0.42,0.33,1.52,497.39,20.3,53.1,1.75,1.0,2.75,3.5,6.25,5.75,1.25,8.25,3.0,8.0,7.25,4.0,5.5,0.2,0.08,0.95,1031.55,1.3,-23.8
0.5,5.75,5.0,5.5,9.0,0.0,0.0,0.0,1.25,0.75,1.75,0.75,0.0,0.25,-0.55,0.39,1.58,469.92,19.6,53.8,1.75,1.25,3.25,3.75,6.25,5.75,1.25,7.5,2.5,7.0,6.5,3.0,4.25,0.27,0.08,0.95,956.47,0.5,-16.4
0.52,3.5,3.25,5.0,6.5,0.0,0.0,0.0,0.0,0.5,0.25,0.75,0.0,0.25,-0.61,0.52,1.83,386.45,23.5,61.0,2.75,1.5,3.75,4.0,6.5,6.0,1.0,7.5,2.25,6.25,5.0,2.25,3.25,0.2,0.14,0.95,881.25,-0.3,-6.4
0.54,0.0,0.5,3.25,3.75,0.0,0.0,0.0,0.0,0.75,0.25,1.0,0.0,0.0,-0.8,1.39,2.64,273.84,22.3,37.1,2.25,2.0,4.75,5.75,6.5,6.0,1.0,7.0,1.75,5.5,3.75,1.75,1.5,0.2,0.14,0.95,815.4,-2.0,5.5
0.56,0.0,0.0,0.75,1.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.55,1.39,2.45,147.49,21.6,43.3,2.5,2.0,5.0,6.0,7.75,6.0,1.25,6.75,1.5,4.25,2.75,1.25,1.5,0.2,0.14,0.95,772.84,-2.6,13.3
