time,left pressure 0[N/cm虏],left pressure 1[N/cm虏],left pressure 2[N/cm虏],left pressure 3[N/cm虏],left pressure 4[N/cm虏],left pressure 5[N/cm虏],left pressure 6[N/cm虏],left pressure 7[N/cm虏],left pressure 8[N/cm虏],left pressure 9[N/cm虏],left pressure 10[N/cm虏],left pressure 11[N/cm虏],left pressure 12[N/cm虏],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm虏],right pressure 1[N/cm虏],right pressure 2[N/cm虏],right pressure 3[N/cm虏],right pressure 4[N/cm虏],right pressure 5[N/cm虏],right pressure 6[N/cm虏],right pressure 7[N/cm虏],right pressure 8[N/cm虏],right pressure 9[N/cm虏],right pressure 10[N/cm虏],right pressure 11[N/cm虏],right pressure 12[N/cm虏],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,0.5,0.0,1.0,0.0,2.5,0.5,0.75,1.0,1.25,2.75,0.5,0.5,0.5,-1.67,1.2,2.77,217.32,0.4,-13.0,2.0,0.5,0.0,1.75,0.0,0.25,0.0,0.25,0.75,0.0,0.0,0.0,0.5,1.95,-0.67,0.83,101.92,-16.0,42.5
0.04,1.0,0.5,0.0,0.0,2.25,1.0,1.25,1.5,1.25,2.75,0.5,0.5,0.5,-0.42,-0.17,0.83,218.17,-1.7,-10.4,1.25,0.5,0.25,1.75,0.5,0.0,0.0,0.25,0.75,0.5,0.0,0.0,0.5,1.02,-0.3,0.77,7.19,-12.0,29.1
0.06,2.0,0.75,1.0,2.25,2.5,2.5,1.75,3.25,2.5,4.75,2.75,2.25,1.5,-0.05,0.14,0.95,266.11,1.6,-16.5,2.0,2.0,0.25,3.0,1.5,1.75,0.0,0.25,1.0,2.25,1.0,0.5,1.5,0.45,-0.3,0.7,27.24,-4.5,12.7
0.08,2.0,0.75,2.5,1.5,3.75,3.0,2.25,4.0,3.75,4.75,4.0,2.25,3.0,-0.11,0.08,0.89,353.23,2.1,-18.2,0.5,0.5,1.75,1.25,3.0,0.25,0.0,1.5,0.75,0.25,0.0,0.0,0.25,0.33,-0.42,0.7,44.41,-7.0,32.4
0.1,2.0,0.75,1.25,2.0,4.75,3.75,2.75,5.0,5.0,5.25,4.5,2.25,3.75,-0.05,0.14,0.95,476.83,0.2,-20.6,0.5,0.5,0.5,0.75,1.0,0.25,0.0,0.25,0.5,0.25,0.0,0.0,0.25,0.02,-0.36,0.83,50.49,-8.3,34.0
0.12,1.25,1.0,1.25,2.25,4.75,4.0,2.5,5.75,5.5,6.5,5.25,3.0,3.75,-0.11,0.08,0.95,602.28,-0.5,-25.5,0.5,0.5,0.0,1.25,0.5,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.25,-0.36,-0.3,0.83,33.92,-10.8,33.2
0.14,2.0,0.75,2.0,2.25,5.75,4.25,2.75,5.75,6.25,6.5,6.0,3.25,4.75,-0.11,0.08,0.95,722.79,0.4,-23.9,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,-0.36,-0.23,0.95,7.53,-11.2,45.7
0.16,2.0,1.0,3.5,2.5,4.75,4.25,3.25,5.75,6.75,6.75,6.0,3.75,5.25,-0.11,0.08,0.95,812.34,1.8,-23.9,1.5,0.5,0.0,0.5,0.5,0.0,0.0,0.25,0.5,0.0,0.75,0.0,1.25,-0.3,-0.11,1.08,3.65,-9.4,4.2
0.18,2.5,1.0,3.0,2.75,5.5,5.0,3.5,6.5,7.25,7.0,6.25,3.75,5.0,-0.11,0.08,0.95,899.22,1.4,-21.7,0.5,0.5,0.75,0.5,1.5,0.0,0.0,0.25,0.5,0.5,0.0,0.0,0.25,-0.17,-0.05,1.27,13.07,-8.3,31.2
0.2,2.0,1.25,4.5,3.75,5.0,5.25,3.5,6.75,7.5,6.75,6.25,3.75,4.75,-0.05,0.08,0.95,971.4,2.5,-18.6,0.5,0.25,0.0,0.5,0.5,0.5,0.0,0.25,1.0,2.0,0.0,0.75,0.25,-0.11,0.08,1.33,42.78,0.7,-24.5
0.22,3.0,1.25,4.75,4.5,5.75,5.75,4.25,7.25,7.5,6.5,6.25,3.25,4.5,-0.11,0.08,0.95,1051.39,3.1,-12.8,1.5,1.5,1.0,2.5,1.75,0.0,0.25,0.5,1.0,1.5,0.75,0.5,1.25,-0.11,0.33,1.33,105.75,-8.7,13.6
0.24,3.0,1.5,3.75,4.75,5.75,6.0,4.25,7.25,7.5,6.5,6.0,2.75,4.5,-0.11,0.08,0.95,1083.76,2.5,-12.1,1.75,1.5,0.75,2.5,1.25,0.5,0.0,0.25,1.0,1.75,0.75,0.5,1.25,-0.11,0.45,1.27,161.56,-7.9,12.4
