time,left pressure 0[N/cm虏],left pressure 1[N/cm虏],left pressure 2[N/cm虏],left pressure 3[N/cm虏],left pressure 4[N/cm虏],left pressure 5[N/cm虏],left pressure 6[N/cm虏],left pressure 7[N/cm虏],left pressure 8[N/cm虏],left pressure 9[N/cm虏],left pressure 10[N/cm虏],left pressure 11[N/cm虏],left pressure 12[N/cm虏],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm虏],right pressure 1[N/cm虏],right pressure 2[N/cm虏],right pressure 3[N/cm虏],right pressure 4[N/cm虏],right pressure 5[N/cm虏],right pressure 6[N/cm虏],right pressure 7[N/cm虏],right pressure 8[N/cm虏],right pressure 9[N/cm虏],right pressure 10[N/cm虏],right pressure 11[N/cm虏],right pressure 12[N/cm虏],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,1.5,0.5,1.0,1.75,0.75,1.75,3.25,1.5,1.0,1.25,1.75,1.75,1.5,0.39,0.33,0.45,253.9,6.6,-10.0,0.75,0.25,0.25,1.0,1.25,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.25,0.08,-0.23,0.52,0.0,-6.8,41.7
0.04,1.75,0.5,1.75,1.25,0.75,0.5,3.0,2.25,0.25,0.5,2.0,1.75,3.5,0.39,-0.42,1.64,259.0,7.2,-20.1,0.5,0.25,0.25,1.0,1.25,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,-0.05,-0.23,0.7,0.0,-5.3,47.4
0.06,1.75,0.5,0.0,2.25,0.5,1.75,2.5,1.25,1.0,2.75,0.5,4.75,3.5,0.7,-0.3,1.14,274.32,2.2,-35.7,0.5,0.25,0.25,1.0,1.25,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0.02,-0.3,0.83,0.0,-4.4,39.9
0.08,1.5,0.25,0.0,2.25,0.0,2.0,2.5,3.0,1.0,1.75,3.0,5.0,6.0,0.33,0.02,1.14,307.52,0.5,-49.6,0.5,0.25,0.0,0.5,1.25,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0.2,-0.23,0.83,0.0,-1.1,36.7
0.1,2.0,0.5,0.0,2.75,0.0,2.0,2.25,2.25,1.75,4.75,2.75,6.75,6.0,-0.11,0.14,2.39,369.08,0.7,-50.3,0.25,0.25,0.0,0.5,1.25,0.5,0.5,0.25,0.25,0.0,0.0,0.0,0.75,0.2,-0.11,0.83,0.0,-0.1,16.8
0.12,1.0,0.5,2.25,2.5,1.25,2.75,1.5,4.25,2.25,5.0,3.5,7.5,7.75,-0.11,0.08,1.02,471.36,0.0,-47.2,0.75,0.5,0.0,1.25,1.25,1.0,0.5,0.25,0.25,0.0,0.0,0.0,0.25,0.2,-0.05,0.95,20.93,-5.1,44.6
0.14,1.75,0.25,3.25,1.5,0.5,2.0,1.5,5.0,2.25,5.25,4.0,7.5,7.75,-0.17,-0.05,0.95,571.56,1.2,-49.5,0.75,0.25,0.0,0.75,1.25,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.5,0.2,0.02,1.2,48.52,-3.6,36.9
0.16,0.75,0.25,2.25,1.75,0.0,3.0,2.0,5.0,2.75,5.0,2.75,6.75,7.0,-0.11,-0.11,1.02,623.24,-0.6,-50.8,0.5,0.25,0.0,0.5,1.25,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.27,0.14,1.45,64.6,-3.1,50.4
0.18,0.25,0.25,2.25,2.25,0.75,4.0,2.75,5.0,3.5,5.75,4.0,6.75,7.0,-0.11,-0.05,0.95,664.9,-0.8,-47.4,0.5,0.0,0.0,0.75,1.25,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.33,0.33,1.89,65.6,-2.4,38.6
0.2,2.0,0.5,2.75,3.25,3.0,6.0,5.75,6.0,4.25,6.0,5.0,6.75,7.75,-0.11,-0.05,0.95,756.34,0.8,-31.4,0.5,0.25,0.0,0.5,1.25,0.5,0.5,0.0,0.25,0.0,0.0,0.0,0.5,0.45,0.45,2.2,66.21,-4.0,32.5
0.22,3.0,1.75,4.75,3.25,5.5,6.25,6.0,6.75,4.75,6.25,5.75,5.75,7.0,-0.11,-0.05,0.95,894.97,2.5,-18.4,2.0,1.0,0.25,1.25,3.75,1.0,1.0,1.25,0.75,1.75,1.0,0.75,0.75,0.64,0.7,2.58,128.1,-3.4,12.4
0.24,3.75,1.75,4.75,5.25,6.0,7.25,6.25,6.75,4.75,5.25,5.0,5.0,6.0,-0.11,-0.05,1.02,1034.06,3.3,-9.2,1.75,1.5,0.25,1.0,4.5,1.0,1.0,1.0,0.75,1.75,1.0,0.75,1.0,0.83,1.39,2.7,185.94,-2.8,14.1
0.26,3.25,1.75,4.75,5.25,7.5,7.75,6.5,6.75,4.5,5.0,4.0,3.25,5.25,-0.11,-0.05,1.02,1121.03,2.7,-2.5,2.0,1.5,0.5,1.0,2.75,1.0,1.0,1.0,0.75,1.75,1.0,0.25,1.25,0.7,2.83,2.27,228.07,-4.2,12.9
0.28,3.75,1.75,5.5,5.75,8.0,8.25,6.75,6.75,4.25,4.75,3.0,2.0,3.0,-0.11,-0.05,0.95,1142.62,3.8,8.2,1.0,1.5,0.25,1.0,3.0,1.0,0.75,1.75,0.75,1.75,1.0,1.0,0.75,0.77,4.33,0.89,244.98,-1.2,3.4
0.3,4.25,2.0,5.25,7.0,8.75,8.25,7.0,6.5,4.0,3.5,3.0,2.0,3.5,-0.11,-0.05,0.95,1137.97,4.4,11.9,1.5,1.5,0.25,1.25,3.75,1.0,0.5,1.5,0.75,1.75,1.0,0.75,1.0,0.27,5.52,-0.67,255.4,-1.9,9.8
0.32,4.75,2.0,6.0,7.0,9.25,9.0,7.25,6.0,3.5,3.0,2.75,2.0,2.75,-0.17,-0.05,1.08,1127.93,5.2,17.1,1.25,1.25,0.25,1.5,3.75,1.25,0.5,1.5,0.75,1.75,1.0,0.0,1.25,-2.05,5.89,-0.17,256.1,-0.5,11.9
0.34,5.25,2.0,6.25,7.75,10.5,9.0,6.75,6.0,3.25,3.25,2.75,2.0,2.5,-0.11,-0.05,0.95,1144.19,5.4,19.5,1.0,1.25,0.25,1.25,3.25,0.0,0.75,1.5,1.0,3.0,1.25,1.25,1.75,-2.48,3.2,4.2,259.74,-1.1,-12.8
0.36,5.5,2.0,6.25,8.75,11.5,9.0,6.5,6.0,2.75,2.75,2.5,1.75,2.5,-0.11,0.02,0.95,1166.4,5.5,22.9,1.25,0.0,0.25,1.0,1.25,0.75,0.25,0.0,1.0,4.75,2.75,4.75,4.25,-0.3,-0.3,0.89,284.22,0.0,-58.5
0.38,5.5,2.0,6.0,8.75,12.0,9.25,6.25,6.0,2.75,2.75,2.5,1.75,1.5,-0.11,0.08,0.95,1185.16,5.5,25.2,0.0,0.0,0.25,0.5,1.25,0.5,0.5,0.0,1.0,5.75,3.5,5.75,6.75,-0.8,0.08,1.95,328.2,2.9,-76.7
0.4,5.75,2.0,5.5,8.75,12.5,9.25,6.25,6.0,2.25,2.75,2.5,1.75,2.5,-0.11,0.08,0.95,1190.7,4.9,23.8,1.0,0.5,0.25,0.0,1.25,2.25,0.0,0.0,1.75,7.0,3.25,6.0,7.5,-0.23,0.45,1.89,389.94,3.6,-65.7
0.42,6.0,2.0,6.25,10.5,13.0,9.5,6.25,5.75,2.0,2.75,1.5,1.75,1.75,-0.17,0.08,0.95,1192.47,5.7,29.1,2.0,0.75,0.25,3.0,1.25,5.25,0.5,4.25,2.75,7.75,7.5,6.25,8.0,-0.11,0.2,1.14,540.03,2.2,-46.4
0.44,7.0,2.5,6.5,11.5,13.0,9.5,6.25,5.5,1.75,2.75,1.75,2.0,1.5,-0.17,0.14,0.89,1212.23,6.6,31.2,3.75,1.75,2.75,3.25,5.25,6.0,2.5,5.25,4.5,7.0,6.5,5.5,6.5,0.27,0.02,1.14,724.77,-1.3,-21.3
0.46,7.75,2.75,7.75,12.5,13.5,9.75,6.25,5.5,1.75,2.75,1.5,1.75,1.75,-0.17,0.14,0.95,1272.97,7.3,33.5,4.75,2.0,5.0,5.25,6.75,6.5,3.75,5.5,4.75,6.5,5.75,4.0,5.5,0.08,0.08,1.02,927.83,-3.7,-6.4
0.48,8.5,3.25,7.75,13.0,14.5,9.75,6.5,5.5,1.75,2.75,1.75,1.75,1.5,-0.11,0.14,0.95,1343.95,7.7,35.1,5.5,2.5,5.5,6.75,7.75,7.0,4.5,5.25,4.75,4.75,4.75,2.75,4.0,0.2,0.02,1.02,1092.97,-5.4,6.7
0.5,9.5,3.5,8.75,14.0,14.5,9.75,6.25,5.5,1.75,2.5,1.5,1.75,1.5,-0.11,0.2,0.95,1412.86,8.5,37.4,7.0,2.75,7.25,7.75,8.25,7.0,5.5,4.75,4.75,4.75,4.0,2.5,2.75,0.08,0.08,1.02,1231.31,-7.7,15.7
0.52,10.5,3.5,9.0,14.5,15.5,9.75,6.75,5.5,1.75,2.75,2.0,1.75,1.5,-0.11,0.2,0.95,1483.44,8.8,37.5,8.0,3.25,8.0,9.25,9.5,7.25,5.75,4.25,4.25,3.5,3.25,1.25,1.25,0.08,0.08,1.02,1307.34,-9.4,28.6
0.54,11.5,3.5,9.75,15.0,16.0,9.75,7.5,5.5,1.75,2.5,1.75,1.75,1.5,-0.17,0.2,1.02,1549.48,9.5,39.2,8.0,3.25,8.75,10.5,9.5,7.0,6.0,3.75,3.5,3.5,3.25,1.25,1.5,0.08,0.02,1.02,1345.62,-10.1,30.2
0.56,13.0,4.75,10.5,16.0,16.5,9.75,7.75,5.5,1.75,2.75,1.75,1.75,1.5,-0.17,0.27,1.08,1631.96,10.1,41.1,8.75,3.25,9.25,11.0,9.5,6.5,5.75,3.25,3.25,2.75,2.25,1.25,1.5,0.02,0.02,1.08,1356.28,-11.3,34.8
