time,left pressure 0[N/cm虏],left pressure 1[N/cm虏],left pressure 2[N/cm虏],left pressure 3[N/cm虏],left pressure 4[N/cm虏],left pressure 5[N/cm虏],left pressure 6[N/cm虏],left pressure 7[N/cm虏],left pressure 8[N/cm虏],left pressure 9[N/cm虏],left pressure 10[N/cm虏],left pressure 11[N/cm虏],left pressure 12[N/cm虏],left acceleration X[g],left acceleration Y[g],left acceleration Z[g],left total force[N],left center of pressure X[mm],left center of pressure Y[mm],right pressure 0[N/cm虏],right pressure 1[N/cm虏],right pressure 2[N/cm虏],right pressure 3[N/cm虏],right pressure 4[N/cm虏],right pressure 5[N/cm虏],right pressure 6[N/cm虏],right pressure 7[N/cm虏],right pressure 8[N/cm虏],right pressure 9[N/cm虏],right pressure 10[N/cm虏],right pressure 11[N/cm虏],right pressure 12[N/cm虏],right acceleration X[g],right acceleration Y[g],right acceleration Z[g],right total force[N],right center of pressure X[mm],right center of pressure Y[mm]
0.02,2.5,0.0,3.25,5.0,1.75,0.0,6.25,0.75,0.25,5.5,0.0,1.25,0.0,-0.17,0.95,0.7,313.24,12.8,14.1,2.75,1.0,2.5,0.0,7.5,0.25,6.25,0.0,0.5,0.0,0.75,0.25,1.25,-0.05,-0.23,0.64,245.42,-12.6,39.4
0.04,1.75,0.0,3.25,5.0,1.75,1.0,6.25,1.0,0.25,5.75,0.0,1.25,0.0,-0.05,1.08,0.64,317.28,10.2,11.0,2.5,0.0,2.25,0.25,7.5,0.25,6.25,0.0,0.25,0.0,0.5,0.5,1.25,0.08,-0.3,0.77,234.2,-12.0,36.0
0.06,1.5,0.0,3.25,5.5,1.75,0.0,6.25,1.0,0.25,5.0,0.0,1.25,0.0,0.08,1.14,0.52,314.54,12.3,13.1,2.5,0.75,2.25,0.25,7.0,0.0,6.25,0.0,0.25,0.0,0.5,0.25,1.25,0.14,-0.3,0.83,230.23,-13.0,40.0
0.08,1.5,0.0,3.0,6.0,1.25,0.25,6.25,1.0,0.25,5.75,0.25,1.0,0.0,0.08,1.14,0.52,314.27,11.3,10.4,2.5,1.0,2.75,1.75,7.5,0.0,6.0,0.0,0.25,0.5,0.5,0.25,1.25,0.02,-0.23,0.83,243.17,-12.7,40.2
0.1,1.5,0.0,3.25,6.0,1.75,0.0,6.25,0.75,0.25,5.75,0.25,1.0,0.0,0.02,0.58,1.27,314.2,11.9,12.2,2.5,1.25,1.75,2.0,7.5,0.0,6.25,0.0,0.25,0.0,0.25,0.25,1.0,0.02,-0.11,0.89,258.91,-12.6,46.0
0.12,1.75,0.0,3.0,5.75,1.25,0.25,6.25,1.75,0.5,6.0,0.25,1.5,0.0,-0.42,-0.3,1.08,322.55,10.3,5.6,1.75,0.75,1.25,2.0,7.0,0.25,6.25,0.0,0.25,0.0,0.5,0.25,0.0,-0.05,-0.05,1.14,262.17,-12.5,48.9
0.14,1.5,0.0,3.5,6.25,1.25,0.0,6.25,1.75,0.75,6.0,0.5,3.0,1.0,-0.17,-0.17,0.83,341.13,10.1,-4.5,2.5,0.75,0.5,2.0,7.0,0.25,6.25,0.0,0.25,0.25,0.0,0.25,0.5,0.02,0.08,1.27,260.56,-11.2,47.4
0.16,1.5,0.0,3.5,6.5,2.25,0.0,6.25,2.5,0.75,6.0,1.0,3.0,2.0,0.14,0.08,1.33,377.33,8.3,-7.1,2.5,0.75,1.75,2.0,7.5,0.25,6.0,0.0,0.25,1.0,0.25,0.25,0.75,0.02,0.2,1.45,267.48,-11.1,40.9
0.18,2.25,0.0,3.0,6.75,2.25,0.25,6.25,2.75,0.75,6.0,1.5,4.5,2.25,0.14,0.02,1.2,425.55,8.0,-11.4,1.25,0.0,1.5,0.5,7.5,0.0,5.75,0.0,0.25,0.75,0.0,0.25,0.0,0.14,0.33,1.52,253.75,-10.2,43.0
0.2,3.25,0.0,3.5,6.75,2.5,0.25,6.25,2.75,1.5,7.25,1.75,5.75,4.25,0.08,-0.05,0.89,506.18,7.3,-18.0,3.0,0.75,0.0,0.5,6.0,0.25,5.75,0.0,0.25,0.0,0.0,0.25,0.0,0.27,0.45,1.58,238.63,-12.5,55.0
